date_afran,close_afran,date_yaghoot,close_yaghoot,date_goldMofid,close_goldMofid,date_nahal,close_nahal,date_sahar,close_sahar,date_agas,close_agas,date_sarv,close_sarv,date_atlas,close_atlas
20220627,16733,20220627,15110,20220627,36224.11,20220627,20776.1,20220627,19546.97,20220627,82766.38,20220627,7020.1,20220627,26423.58
20220628,16743,20220628,15115,20220628,36325.72,20220628,20470.31,20220628,19697.68,20220628,84026.81,20220628,7161.18,20220628,26594.23
20220629,16753,20220629,15134,20220629,36877.46,20220629,20613.8,20220629,19636.8,20220629,83968.46,20220629,7132.05,20220629,26686.56
20220702,16780,20220702,15143,20220702,39601.63,20220702,21169.97,20220702,20477.16,20220702,82843.84,20220702,7066.52,20220702,26354.8
20220703,16790,20220703,15155,20220703,39636.18,20220703,20988.87,20220703,20528.07,20220703,83125.5,20220703,7054.69,20220703,26508.65
20220704,16800,20220704,15158,20220704,38284.76,20220704,20978.97,20220704,20366.38,20220704,83199.94,20220704,7061.06,20220704,26643.63
20220705,16811,20220705,15168,20220705,38880.2,20220705,20991.84,20220705,20427.26,20220705,83181.83,20220705,7067.43,20220705,26591.05
20220706,16822,20220706,15184,20220706,38610.93,20220706,21075.95,20220706,20393.33,20220706,82259.4,20220706,7031.93,20220706,26462.94
20220709,16850,20220709,15206,20220709,38329.47,20220709,21504.46,20220709,20802.53,20220709,82212.12,20220709,6978.23,20220709,26347.54
20220711,16869,20220711,15214,20220711,38679.01,20220711,22673.2,20220711,22397.43,20220711,81600.52,20220711,6931.81,20220711,26185.24
20220712,16878,20220712,15220,20220712,38427.02,20220712,22824.61,20220712,23013.23,20220712,81743.36,20220712,6928.17,20220712,26125.9
20220713,16888,20220713,15234,20220713,38087.64,20220713,22855.29,20220713,23399.48,20220713,82861.95,20220713,6997.35,20220713,26379.15
20220716,16915,20220716,15250,20220716,38469.69,20220716,22845.4,20220716,22989.28,20220716,82134.66,20220716,6903.6,20220716,26024.13
20220717,16925,20220717,15263,20220717,38047,20220717,22929.51,20220717,23399.48,20220717,81326.91,20220717,6829.88,20220717,25849.1
20220719,16943,20220719,15270,20220719,37891.53,20220719,22967.12,20220719,23425.43,20220719,81643.77,20220719,6836.25,20220719,26008.32
20220720,16954,20220720,15287,20220720,37866.13,20220720,23210.57,20220720,24039.24,20220720,82180.94,20220720,6891.77,20220720,26203.23
20220723,16983,20220723,15299,20220723,38268.51,20220723,23402.55,20220723,24201.92,20220723,83216.03,20220723,6990.06,20220723,26306.2
20220724,16993,20220724,15307,20220724,38221.77,20220724,22907.74,20220724,23861.58,20220724,82308.69,20220724,6879.93,20220724,25832.6
20220725,17003,20220725,15314,20220725,37981.96,20220725,22552.47,20220725,23727.84,20220725,80525.19,20220725,6683.34,20220725,25323.42
20220726,17013,20220726,15321,20220726,38069.35,20220726,22716.75,20220726,23418.44,20220726,80998.98,20220726,6694.26,20220726,25394.29
20220727,17023,20220727,15340,20220727,38016.51,20220727,22541.58,20220727,23042.17,20220727,81750.4,20220727,6752.51,20220727,25540.69
20220730,17051,20220730,15351,20220730,38278.67,20220730,22750.39,20220730,22612.01,20220730,81926.44,20220730,6761.61,20220730,25497.55
20220731,17062,20220731,15358,20220731,38244.12,20220731,22616.79,20220731,22733.77,20220731,80844.06,20220731,6648.75,20220731,25248.08
20220801,17071,20220801,15371,20220801,38129.3,20220801,22726.64,20220801,23166.93,20220801,81185.07,20220801,6684.25,20220801,25429.47
20220802,17080,20220802,15374,20220802,38140.48,20220802,22591.06,20220802,22983.29,20220802,81644.78,20220802,6683.34,20220802,25506.8
20220803,17091,20220803,15389,20220803,38009.4,20220803,22587.11,20220803,22795.65,20220803,82442.48,20220803,6750.69,20220803,25708.96
20220806,17121,20220806,15412,20220806,37706.6,20220806,22447.57,20220806,22894.46,20220806,83789.41,20220806,6826.23,20220806,25952.76
20220809,17149,20220809,15428,20220809,37933.19,20220809,22088.34,20220809,22588.06,20220809,83547.99,20220809,6831.7,20220809,25939.74
20220810,17160,20220810,15443,20220810,37536.91,20220810,22219.96,20220810,22389.44,20220810,83049.05,20220810,6812.58,20220810,25898.1
20220813,17188,20220813,15456,20220813,36589.9,20220813,22723.67,20220813,22836.57,20220813,85019.65,20220813,6965.49,20220813,26214.26
20220814,17199,20220814,15465,20220814,35749.58,20220814,22222.93,20220814,22524.18,20220814,84681.66,20220814,6876.29,20220814,25895.22
20220815,17209,20220815,15474,20220815,35110.46,20220815,22006.2,20220815,22438.35,20220815,84975.39,20220815,6914.52,20220815,25954.45
20220816,17219,20220816,15482,20220816,35111.47,20220816,22028.96,20220816,22141.93,20220816,84337.64,20220816,6899.05,20220816,25834.29
20220817,17229,20220817,15497,20220817,34229.49,20220817,21735.04,20220817,22046.11,20220817,83495.68,20220817,6833.52,20220817,25664.33
20220820,17258,20220820,15514,20220820,33238.79,20220820,21391.64,20220820,21214.73,20220820,82664.79,20220820,6767.07,20220820,25569.71
20220821,17269,20220821,15520,20220821,33339.39,20220821,21661.81,20220821,20803.53,20220821,82247.33,20220821,6775.27,20220821,25503.52
20220822,17278,20220822,15531,20220822,34794.45,20220822,21491.6,20220822,21795.6,20220822,82036.08,20220822,6754.33,20220822,25425.7
20220823,17288,20220823,15535,20220823,34422.55,20220823,21389.66,20220823,21985.23,20220823,82854.9,20220823,6833.52,20220823,25599.33
20220824,17298,20220824,15549,20220824,33674.7,20220824,20710.78,20220824,21262.64,20220824,84057.99,20220824,6921.8,20220824,25897.8
20220827,17327,20220827,15570,20220827,34949.91,20220827,20735.53,20220827,21359.45,20220827,84542.84,20220827,6919.07,20220827,25973.54
20220828,17338,20220828,15578,20220828,34509.94,20220828,20476.24,20220828,21003.14,20220828,83929.23,20220828,6859,20220828,25878.32
20220829,17347,20220829,15586,20220829,34401.21,20220829,20187.28,20220829,21006.14,20220829,84385.92,20220829,6895.41,20220829,25986.56
20220830,17358,20220830,15590,20220830,34417.47,20220830,20076.44,20220830,20654.82,20220830,84116.33,20220830,6869.92,20220830,25859.04
20220831,17368,20220831,15605,20220831,34738.56,20220831,20023,20220831,20151.8,20220831,84104.26,20220831,6872.65,20220831,25951.07
20220903,17397,20220903,15623,20220903,35217.15,20220903,19928.98,20220903,20212.68,20220903,83155.68,20220903,6808.03,20220903,25796.52
20220904,17408,20220904,15630,20220904,35371.59,20220904,19613.3,20220904,20101.89,20220904,83246.21,20220904,6815.31,20220904,25840.55
20220905,17417,20220905,15637,20220905,35030.18,20220905,19432.19,20220905,19994.1,20220905,83349.82,20220905,6825.32,20220905,25906.45
20220906,17428,20220906,15646,20220906,35083.02,20220906,19288.7,20220906,19961.17,20220906,82942.42,20220906,6787.1,20220906,25717.9
20220907,17438,20220907,15661,20220907,34699.95,20220907,19245.16,20220907,19893.3,20220907,82570.23,20220907,6782.55,20220907,25643.76
20220910,17467,20220910,15678,20220910,35238.48,20220910,19470.79,20220910,20058.98,20220910,81733.3,20220910,6716.1,20220910,25438.12
20220911,17478,20220911,15683,20220911,35506.74,20220911,19140.26,20220911,19894.3,20220911,81487.85,20220911,6752.51,20220911,25394.78
20220912,17488,20220912,15691,20220912,36278.97,20220912,18780.03,20220912,19647.78,20220912,82060.23,20220912,6752.51,20220912,25448.56
20220913,17497,20220913,15699,20220913,37169.08,20220913,17957.66,20220913,19013.01,20220913,82229.22,20220913,6758.88,20220913,25535.42
20220914,17508,20220914,15725,20220914,36662.05,20220914,17891.35,20220914,19005.03,20220914,81977.74,20220914,6786.19,20220914,25484.73
20220918,17546,20220918,15743,20220918,36754.51,20220918,18141.73,20220918,19396.27,20220918,81290.69,20220918,6707.91,20220918,25253.75
20220919,17556,20220919,15748,20220919,36115.38,20220919,18727.58,20220919,20134.83,20220919,81227.32,20220919,6705.18,20220919,25212.5
20220920,17566,20220920,15760,20220920,36244.43,20220920,18892.85,20220920,20007.08,20220920,80823.95,20220920,6683.34,20220920,25079.52
20220921,17577,20220921,15775,20220921,35953.82,20220921,17962.61,20220921,19222.61,20220921,80447.73,20220921,6627.82,20220921,24907.37
20220924,17609,20220924,15788,20220924,36292.18,20220924,17335.19,20220924,18431.14,20220924,78829.2,20220924,6505.86,20220924,24612.98
20220926,17629,20220926,15807,20220926,36468.99,20220926,17491.55,20220926,18571.87,20220926,79566.54,20220926,6581.4,20220926,24674.9
20220928,17648,20220928,15828,20220928,36276.94,20220928,17756.77,20220928,18823.38,20220928,80573.47,20220928,6665.14,20220928,25050.1
20221001,17679,20221001,15845,20221001,37994.16,20221001,17385.66,20221001,18325.35,20221001,78528.43,20221001,6484.01,20221001,24553.84
20221002,17688,20221002,15852,20221002,38479.86,20221002,17497.49,20221002,18177.64,20221002,78431.86,20221002,6447.61,20221002,24455.44
20221003,17699,20221003,15860,20221003,38758.27,20221003,17852.76,20221003,18421.16,20221003,78358.43,20221003,6455.8,20221003,24447.99
20221004,17710,20221004,15888,20221004,38626.17,20221004,17925,20221004,18371.26,20221004,78532.45,20221004,6456.71,20221004,24443.52
20221008,17749,20221008,15904,20221008,37845.81,20221008,17930.94,20221008,18237.52,20221008,78880.5,20221008,6496.75,20221008,24592.21
20221009,17759,20221009,15910,20221009,37573.49,20221009,18017.04,20221009,18546.92,20221009,77871.56,20221009,6395.73,20221009,24272.57
20221010,17770,20221010,15920,20221010,37622.26,20221010,18212.98,20221010,18886.26,20221010,78082.8,20221010,6393.91,20221010,24279.23
20221011,17780,20221011,15928,20221011,38124.22,20221011,17748.85,20221011,18374.26,20221011,78611.92,20221011,6474,20221011,24635.34
20221012,17795,20221012,15944,20221012,38154.7,20221012,17741.92,20221012,18262.47,20221012,79231.57,20221012,6607.79,20221012,25206.34
20221015,17821,20221015,15958,20221015,38047,20221015,17830.99,20221015,18247.5,20221015,79118.9,20221015,6526.79,20221015,24763.16
20221016,17830,20221016,15969,20221016,38459.53,20221016,17959.64,20221016,18357.29,20221016,78800.03,20221016,6458.53,20221016,24591.21
20221017,17843,20221017,15978,20221017,38218.72,20221017,17809.22,20221017,18230.54,20221017,78868.43,20221017,6463.99,20221017,24662.28
20221018,17852,20221018,15984,20221018,37858,20221018,17724.11,20221018,18249.5,20221018,79091.74,20221018,6499.49,20221018,24709.69
20221019,17864,20221019,16000,20221019,37801.1,20221019,17682.54,20221019,18274.45,20221019,79114.88,20221019,6476.73,20221019,24669.73
20221022,17893,20221022,16016,20221022,38026.67,20221022,17674.63,20221022,18345.31,20221022,79248.67,20221022,6479.46,20221022,24654.23
20221023,17904,20221023,16023,20221023,37898.64,20221023,17594.47,20221023,18303.39,20221023,78884.52,20221023,6428.49,20221023,24482.78
20221024,17915,20221024,16031,20221024,37592.8,20221024,17260.97,20221024,18177.64,20221024,77571.79,20221024,6341.12,20221024,24143.46
20221025,17925,20221025,16039,20221025,37765.53,20221025,16623.65,20221025,17787.4,20221025,76710.72,20221025,6241,20221025,24018.42
20221026,17935,20221026,16058,20221026,37991.11,20221026,15786.43,20221026,17012.9,20221026,75019.77,20221026,6162.72,20221026,23473.27
20221029,17965,20221029,16073,20221029,38192.3,20221029,16786.94,20221029,17748.47,20221029,75041.9,20221029,6151.8,20221029,23619.87
20221030,17975,20221030,16080,20221030,38230.91,20221030,17243.15,20221030,18250.5,20221030,75765.16,20221030,6189.12,20221030,23839.22
20221031,17985,20221031,16089,20221031,38745.06,20221031,17047.21,20221031,17913.15,20221031,76907.88,20221031,6278.32,20221031,24005.4
20221101,17997,20221101,16097,20221101,39505.1,20221101,16860.17,20221101,17884.21,20221101,77840.38,20221101,6366.6,20221101,24197.03
20221102,18007,20221102,16113,20221102,40602.5,20221102,16905.69,20221102,18214.57,20221102,77653.27,20221102,6307.44,20221102,24104.79
20221105,18037,20221105,16129,20221105,41267.03,20221105,16888.87,20221105,18574.87,20221105,81186.08,20221105,6620.54,20221105,25223.14
20221106,18049,20221106,16140,20221106,40301.73,20221106,16833.45,20221106,18807.41,20221106,82553.13,20221106,6695.17,20221106,25572.79
20221107,18061,20221107,16151,20221107,40868.72,20221107,16709.75,20221107,18836.36,20221107,85449.18,20221107,6904.51,20221107,26330.45
20221108,18073,20221108,16158,20221108,39912.56,20221108,17016.53,20221108,18988.06,20221108,85527.64,20221108,7043.76,20221108,26854.83
20221109,18085,20221109,16174,20221109,39995.88,20221109,16714.7,20221109,18670.68,20221109,85308.35,20221109,7000.99,20221109,26849.27
20221112,18116,20221112,16194,20221112,39850.58,20221112,16581.1,20221112,18356.29,20221112,85877.7,20221112,7070.16,20221112,26884.95
20221113,18129,20221113,16204,20221113,40075.14,20221113,15431.16,20221113,18165.66,20221113,85163.5,20221113,7008.27,20221113,26597.41
20221114,18141,20221114,16211,20221114,40794.54,20221114,15690.44,20221114,18489.03,20221114,84477.46,20221114,6971.86,20221114,26431.93
20221115,18152,20221115,16220,20221115,41355.43,20221115,15387.61,20221115,18458.09,20221115,85359.65,20221115,6993.7,20221115,26599.4
20221116,18165,20221116,16234,20221116,41096.32,20221116,15126.35,20221116,18190.61,20221116,85644.33,20221116,6966.4,20221116,26673.74
20221119,18195,20221119,16254,20221119,40938.83,20221119,14719.62,20221119,18024.94,20221119,83887.99,20221119,6848.08,20221119,26212.27
20221120,18207,20221120,16257,20221120,41526.14,20221120,14630.55,20221120,18217.56,20221120,84932.14,20221120,6996.44,20221120,26480.23
20221121,18218,20221121,16267,20221121,41596.25,20221121,14580.08,20221121,18139.71,20221121,84467.4,20221121,6965.49,20221121,26506.47
20221122,18229,20221122,16275,20221122,41901.08,20221122,14247.57,20221122,18066.85,20221122,84175.68,20221122,6953.66,20221122,26568.19
20221123,18241,20221123,16292,20221123,41868.56,20221123,13997.2,20221123,18054.88,20221123,84616.28,20221123,6982.78,20221123,26607.55
20221126,18273,20221126,16314,20221126,42477.21,20221126,13918.03,20221126,18022.94,20221126,84428.17,20221126,7036.48,20221126,26479.14
20221127,18285,20221127,16319,20221127,43052.32,20221127,13961.57,20221127,18124.74,20221127,84304.44,20221127,6950.93,20221127,26413.54
20221128,18297,20221128,16327,20221128,43433.36,20221128,13843.81,20221128,18387.23,20221128,84452.31,20221128,6940.01,20221128,26533.7
20221129,18309,20221129,16332,20221129,42789.15,20221129,13900.21,20221129,18731.56,20221129,84658.53,20221129,6991.88,20221129,26719.96
20221130,18325,20221130,16355,20221130,43047.24,20221130,13873.49,20221130,18596.82,20221130,84792.31,20221130,7013.73,20221130,26825.51
20221203,18353,20221203,16369,20221203,43311.43,20221203,13858.65,20221203,18326.35,20221203,84770.18,20221203,6999.17,20221203,26829.19
20221204,18364,20221204,16375,20221204,44068.43,20221204,13580.57,20221204,18168.66,20221204,84532.79,20221204,6993.7,20221204,26756.54
20221205,18376,20221205,16392,20221205,44722.8,20221205,13655.78,20221205,18384.24,20221205,84666.57,20221205,7011.91,20221205,26813.39
20221206,18387,20221206,16418,20221206,44224.91,20221206,13463.79,20221206,18432.14,20221206,84575.03,20221206,6980.96,20221206,26743.81
20221207,18403,20221207,16443,20221207,43795.1,20221207,13088.73,20221207,18181.63,20221207,84326.57,20221207,6929.08,20221207,26576.04
20221210,18432,20221210,16457,20221210,45036.77,20221210,12942.26,20221210,18368.27,20221210,83172.78,20221210,6833.52,20221210,26249.64
20221211,18444,20221211,16468,20221211,45769.39,20221211,13166.91,20221211,18425.16,20221211,83792.43,20221211,6949.11,20221211,26437.69
20221212,18455,20221212,16485,20221212,47173.64,20221212,13197.58,20221212,18377.25,20221212,85605.1,20221212,7056.51,20221212,27095.36
20221213,18466,20221213,16497,20221213,47562.81,20221213,13263.89,20221213,18625.77,20221213,88769.74,20221213,7375.06,20221213,28099.2
20221214,18480,20221214,16513,20221214,47570.94,20221214,13243.11,20221214,18614.79,20221214,90122.7,20221214,7507.04,20221214,28589.1
20221217,18508,20221217,16528,20221217,47447.99,20221217,13516.24,20221217,18585.84,20221217,89558.38,20221217,7435.13,20221217,28407.41
20221218,18519,20221218,16536,20221218,47312.85,20221218,13692.39,20221218,18714.59,20221218,91023,20221218,7617.17,20221218,29117.76
20221219,18530,20221219,16540,20221219,46809.88,20221219,14214.91,20221219,19720.64,20221219,90969.69,20221219,7578.03,20221219,29062.2
20221220,18542,20221220,16557,20221220,46925.71,20221220,14642.43,20221220,20256.59,20221220,89636.84,20221220,7499.76,20221220,28600.23
20221221,18558,20221221,16578,20221221,46660.51,20221221,14172.36,20221221,19495.08,20221221,89853.11,20221221,7508.86,20221221,28658.67
20221224,18587,20221224,16583,20221224,48378.74,20221224,14174.34,20221224,19531.01,20221224,93457.34,20221224,7705.45,20221224,29954.43
20221225,18600,20221225,16603,20221225,49425.33,20221225,14080.33,20221225,19514.04,20221225,94606.1,20221225,7921.16,20221225,30496.2
20221226,18612,20221226,16619,20221226,50916.97,20221226,14070.43,20221226,19613.84,20221226,94727.82,20221226,7878.38,20221226,30761.58
20221228,18637,20221228,16636,20221228,54016.08,20221228,14287.16,20221228,20595.93,20221228,98761.57,20221228,8344.39,20221228,32420.6
20221231,18670,20221231,16646,20221231,48721.17,20221231,14194.13,20221231,19852.38,20221231,93683.67,20221231,7906.6,20221231,30522.54
20230101,18684,20230101,16664,20230101,48765.88,20230101,14181.27,20230101,19511.04,20230101,93241.07,20230101,7814.67,20230101,29843.11
20230102,18698,20230102,16673,20230102,50235.16,20230102,14302.99,20230102,19917.25,20230102,95702.56,20230102,8081.35,20230102,30722.42
20230103,18712,20230103,16672,20230103,48980.27,20230103,14408.88,20230103,19624.82,20230103,94884.74,20230103,8067.7,20230103,30509.72
20230104,18726,20230104,16702,20230104,49283.07,20230104,14293.09,20230104,19537.99,20230104,93596.16,20230104,8042.21,20230104,30128.56
20230107,18761,20230107,16717,20230107,50715.78,20230107,14281.22,20230107,19416.23,20230107,95902.74,20230107,8204.22,20230107,30738.12
20230108,18774,20230108,16727,20230108,52578.3,20230108,14385.13,20230108,19638.8,20230108,98451.75,20230108,8418.11,20230108,31473.01
20230109,18787,20230109,16738,20230109,52201.32,20230109,14266.37,20230109,19756.57,20230109,98558.38,20230109,8435.41,20230109,31490.11
20230110,18800,20230110,16747,20230110,52326.3,20230110,14303.98,20230110,19785.51,20230110,99340.99,20230110,8639.28,20230110,31904.67
20230111,18817,20230111,16751,20230111,52455.35,20230111,14227.78,20230111,19767.55,20230111,97532.34,20230111,8489.11,20230111,31152.48
20230114,18847,20230114,16780,20230114,53878.91,20230114,14029.85,20230114,19604.86,20230114,97765.71,20230114,8404.46,20230114,31057.96
20230116,18869,20230116,16798,20230116,54818.81,20230116,14107.04,20230116,19841.4,20230116,101455.44,20230116,8674.78,20230116,31997.3
20230117,18882,20230117,16802,20230117,57175.15,20230117,14118.92,20230117,19862.36,20230117,101141.59,20230117,8691.16,20230117,32131.58
20230118,18901,20230118,16824,20230118,60487.65,20230118,14014.02,20230118,19700.68,20230118,101099.34,20230118,8718.47,20230118,32049.58
20230121,18931,20230121,16829,20230121,65117.02,20230121,14216.89,20230121,19853.38,20230121,99731.28,20230121,8531.88,20230121,31603.91
20230122,18942,20230122,16851,20230122,71199.42,20230122,14734.46,20230122,21239.68,20230122,100661.76,20230122,8505.49,20230122,31724.97
20230123,18956,20230123,16861,20230123,66070.13,20230123,15482.62,20230123,22400.42,20230123,101834.67,20230123,8564.65,20230123,32091.42
20230124,18970,20230124,16870,20230124,61083.09,20230124,15188.7,20230124,21640.9,20230124,100587.32,20230124,8448.15,20230124,31632.34
20230125,18985,20230125,16874,20230125,60295.61,20230125,14669.15,20230125,20566.99,20230125,98208.32,20230125,8226.98,20230125,30729.18
20230128,19017,20230128,16903,20230128,65496.03,20230128,14917.54,20230128,21370.43,20230128,97288.9,20230128,8193.3,20230128,30520.95
20230129,19029,20230129,16913,20230129,68573.81,20230129,14715.66,20230129,21203.75,20230129,94057.88,20230129,7819.22,20230129,29606.16
20230130,19043,20230130,16922,20230130,68229.35,20230130,14777.02,20230130,21072.01,20230130,94586.99,20230130,7847.44,20230130,29695.02
20230131,19056,20230131,16932,20230131,64679.08,20230131,14914.58,20230131,21476.22,20230131,95726.7,20230131,8026.74,20230131,30351.59
20230201,19077,20230201,16945,20230201,65061.13,20230201,14934.37,20230201,21705.77,20230201,95064.8,20230201,7984.87,20230201,30197.04
20230205,19117,20230205,16961,20230205,61632.8,20230205,14908.64,20230205,21733.72,20230205,93682.67,20230205,7850.17,20230205,29880.28
20230206,19128,20230206,16983,20230206,62768.8,20230206,14866.08,20230206,21743.7,20230206,93936.16,20230206,7815.58,20230206,29830.59
20230207,19141,20230207,16985,20230207,62408.09,20230207,14912.6,20230207,21575.03,20230207,95873.57,20230207,8111.39,20230207,30413.41
20230208,19162,20230208,17007,20230208,62258.72,20230208,14833.43,20230208,21496.18,20230208,95757.89,20230208,8052.23,20230208,30541.33
20230212,19202,20230212,17024,20230212,65596.62,20230212,15374.75,20230212,22361.5,20230212,94636.28,20230212,8049.5,20230212,30177.16
20230213,19215,20230213,17038,20230213,65592.56,20230213,15793.36,20230213,23111.04,20230213,94678.53,20230213,8040.39,20230213,30181.93
20230214,19228,20230214,17042,20230214,66818.99,20230214,15830.96,20230214,22951.35,20230214,94175.57,20230214,7939.37,20230214,30028.77
20230215,19254,20230215,17071,20230215,69836.82,20230215,16266.4,20230215,23381.51,20230215,93591.13,20230215,7868.37,20230215,29795.5
20230219,19288,20230219,17099,20230219,76266.73,20230219,17068.98,20230219,23800.7,20230219,95400.78,20230219,7946.65,20230219,30394.63
20230220,19301,20230220,17107,20230220,75177.47,20230220,16744.38,20230220,23092.08,20230220,100659.75,20230220,8406.28,20230220,32390.59
20230221,19314,20230221,17109,20230221,71937.11,20230221,16370.31,20230221,22917.42,20230221,102377.87,20230221,8775.81,20230221,34241.64
20230222,19333,20230222,17135,20230222,74790.33,20230222,16831.47,20230222,23555.18,20230222,101435.32,20230222,8639.28,20230222,33531.79
20230225,19363,20230225,17151,20230225,82060.55,20230225,18112.04,20230225,25238.9,20230225,110368.93,20230225,9331.01,20230225,36835.73
20230226,19376,20230226,17159,20230226,84710.55,20230226,18330.75,20230226,25672.06,20230226,113722.67,20230226,9645.92,20230226,38787.17
20230227,19390,20230227,17171,20230227,78992.94,20230227,17789.42,20230227,24131.06,20230227,110499.7,20230227,9533.97,20230227,36861.18
20230228,19403,20230228,17180,20230228,77712.64,20230228,17119.45,20230228,23826.65,20230228,111260.17,20230228,9559.46,20230228,36541.14
20230301,19426,20230301,17197,20230301,72663.62,20230301,15962.58,20230301,22585.06,20230301,108678.97,20230301,9279.13,20230301,35618.2
20230304,19455,20230304,17206,20230304,75880.61,20230304,16195.14,20230304,22839.57,20230304,107186.18,20230304,9256.37,20230304,34980.71
20230305,19468,20230305,17461,20230305,72278.52,20230305,16306.97,20230305,22576.08,20230305,108260.51,20230305,9275.49,20230305,35508.37
20230306,19481,20230306,17471,20230306,69120.47,20230306,15619.19,20230306,21897.4,20230306,107398.43,20230306,9235.44,20230306,34854.98
20230307,19507,20230307,17509,20230307,66394.26,20230307,15834.92,20230307,21957.29,20230307,110496.68,20230307,9525.78,20230307,35914.38
20230311,19546,20230311,17520,20230311,60682.74,20230311,15349.02,20230311,21167.82,20230311,109323.77,20230311,9496.66,20230311,35964.08
20230312,19562,20230312,17527,20230312,62825.71,20230312,14963.07,20230312,20327.46,20230312,106980.98,20230312,9221.79,20230312,35108.72
20230313,19578,20230313,17539,20230313,64441.31,20230313,15371.78,20230313,20617.89,20230313,108047.25,20230313,9362.86,20230313,35279.97
20230314,19593,20230314,17558,20230314,68848.15,20230314,15885.39,20230314,21306.55,20230314,109078.33,20230314,9382.89,20230314,35576.65
20230315,19615,20230315,17563,20230315,69423.27,20230315,16271.35,20230315,21838.52,20230315,112609.12,20230315,9640.46,20230315,36614.99
20230318,19647,20230318,17595,20230318,74200.99,20230318,16538.54,20230318,22121.96,20230318,117592.46,20230318,10014.54,20230318,39169.62
20230319,19685,20230319,17631,20230319,76150.89,20230319,16222.85,20230319,21849.5,20230319,118708.03,20230319,10191.11,20230319,39856.81
20230325,19741,20230325,17658,20230325,80711.17,20230325,16418.8,20230325,21987.23,20230325,120494.55,20230325,10355.85,20230325,39701.16
20230326,19754,20230326,17670,20230326,77041,20230326,16495,20230326,22618,20230326,120231,20230326,10361.31,20230326,39776.1
20230327,19767,20230327,17679,20230327,77041,20230327,16495,20230327,22618,20230327,120231,20230327,10361.31,20230327,39776.1
20230328,19780,20230328,17688,20230328,77954,20230328,16833,20230328,22731,20230328,122543,20230328,10505.9,20230328,40296.4
20230329,19817,20230329,17704,20230329,80660,20230329,17362,20230329,23078,20230329,124210,20230329,10582.29,20230329,40776.5
20230403,19859,20230403,17746,20230403,79461,20230403,17354,20230403,22900,20230403,123554,20230403,10561.37,20230403,40719.2
20230404,19872,20230404,17762,20230404,75719,20230404,16977,20230404,22405,20230404,123353,20230404,10828.73,20230404,41134.2
20230405,19897,20230405,17770,20230405,78805,20230405,16870,20230405,22132,20230405,124223,20230405,10845.1,20230405,41206
20230408,19923,20230408,17800,20230408,78117,20230408,17177,20230408,22601,20230408,129524,20230408,11408.9,20230408,43029.79
20230409,19937,20230409,17813,20230409,77492,20230409,17113,20230409,22364,20230409,131196,20230409,11648.07,20230409,43363.79
20230410,19950,20230410,17823,20230410,74967,20230410,17037,20230410,22186,20230410,128922,20230410,11557.13,20230410,43021.59
20230411,19983,20230411,17853,20230411,77370,20230411,16877,20230411,22226,20230411,129907,20230411,11409.81,20230411,42941.59
20230415,20013,20230415,17873,20230415,76236,20230415,16834,20230415,22153,20230415,134834,20230415,11859.95,20230415,44677.49
20230416,20027,20230416,17887,20230416,75947,20230416,16885,20230416,22340,20230416,134533,20230416,12010.9,20230416,44874.19
20230417,20041,20230417,17898,20230417,77412,20230417,17478,20230417,23041,20230417,135261,20230417,12062.74,20230417,44857.19
20230418,20055,20230418,17905,20230418,77215,20230418,17778,20230418,24019,20230418,137878,20230418,12175.5,20230418,45500.19
20230419,20098,20230419,17946,20230419,77833,20230419,18087,20230419,24143,20230419,137234,20230419,12140.94,20230419,45348.59
20230424,20128,20230424,17973,20230424,77345,20230424,17491,20230424,23784,20230424,137473,20230424,12067.28,20230424,45402.89
20230425,20142,20230425,17985,20230425,77213,20230425,17679,20230425,23493,20230425,139804,20230425,12282.8,20230425,46419.99
20230426,20167,20230426,18006,20230426,79866,20230426,17359,20230426,23163,20230426,139488,20230426,12280.08,20230426,46271.39
20230429,20195,20230429,18028,20230429,86366,20230429,17702,20230429,23935,20230429,144358,20230429,12703.84,20230429,48194.68
20230430,20209,20230430,18038,20230430,91762,20230430,18147,20230430,25158,20230430,147069,20230430,12869.34,20230430,49351.68
20230501,20223,20230501,18049,20230501,96899,20230501,17931,20230501,24913,20230501,146960,20230501,12872.07,20230501,49100.38
20230502,20237,20230502,18059,20230502,92548,20230502,17764,20230502,24711,20230502,149549,20230502,13173.98,20230502,49628.08
20230503,20263,20230503,18081,20230503,90117,20230503,17698,20230503,24683,20230503,149118,20230503,13254.92,20230503,49426.58
20230506,20291,20230506,18104,20230506,90618,20230506,17766,20230506,25138,20230506,151000,20230506,13538.64,20230506,49831.48
20230507,20305,20230507,18114,20230507,84013,20230507,16682,20230507,23193,20230507,143102,20230507,12762.04,20230507,47118.38
20230508,20322,20230508,18127,20230508,85453,20230508,16327,20230508,22194,20230508,133752,20230508,11693.53,20230508,43415.49
20230509,20338,20230509,18138,20230509,87144,20230509,16771,20230509,22942,20230509,138545,20230509,12247.34,20230509,45316.69
20230510,20366,20230510,18159,20230510,83876,20230510,16582,20230510,22801,20230510,135366,20230510,12063.65,20230510,44761.99
20230513,20394,20230513,18181,20230513,79703,20230513,16249,20230513,22323,20230513,129281,20230513,11438,20230513,42395.1
20230514,20408,20230514,18191,20230514,80470,20230514,16690,20230514,23190,20230514,137018,20230514,12124.57,20230514,44399.89
