date,close_afran,close_yaghoot,close_goldMofid,close_nahal,close_sahar,close_agas,close_sarv,close_atlas
2021-04-17,13109,12267,26915.78,10265.66,9995.31,64695.97,5919.71,20405.18
2021-04-18,13118,12282,26574.38,10087.58,9795.8,62944.66,5719.47,20269.31
2021-04-19,13132,12292,26066.35,10456.61,9920.49,64577.27,5856.91,20208.78
2021-04-20,13141,12292,25451.62,10751.44,10043.19,65959.41,5899.69,20320.9
2021-04-21,13147,12305,25556.28,10650.53,9984.33,64253.37,5801.39,20133.65
2021-04-24,13161,12307,25306.32,10427.92,9838.69,63761.47,5750.42,19902.26
2021-04-25,13166,12327,25659.92,10000.51,9679.09,62529.21,5647.57,19682.51
2021-04-26,13172,12326,25309.37,9775.93,9568.36,63842.95,5749.51,19902.66
2021-04-27,13179,12308,25260.6,9709.64,9577.34,65419.23,5880.57,20218.13
2021-04-28,13186,12313,25306.32,9445.48,9508.51,66231.01,5907.88,20365.03
2021-05-01,13208,12346,24596.09,9269.37,9420.72,64773.43,5778.64,20003.05
2021-05-02,13220,12355,23963.07,9090.3,9162.36,63438.57,5675.79,19729.52
2021-05-03,13234,12351,23999.65,8917.16,9039.67,63033.18,5616.63,19518.52
2021-05-05,13248,12361,23460.12,8945.85,8975.82,63697.09,5658.49,19635.4
2021-05-08,13274,12344,24118.53,8913.2,8896.02,62647.91,5520.15,19629.04
2021-05-09,13285,12350,24369.5,8739.07,8677.56,61494.12,5435.5,19104.75
2021-05-10,13287,12350,25415.04,8809.32,8619.7,62681.11,5536.53,19001.79
2021-05-11,13287,12351,26050.09,8839.0,8444.14,64385.14,5713.1,19400.64
2021-05-12,13294,12353,25905.81,8698.51,8385.28,64308.69,5747.69,19632.42
2021-05-15,13313,12355,26519.51,8653.98,8418.2,64975.62,5784.1,19867.28
2021-05-16,13321,12355,26547.96,8540.21,8399.25,64716.09,5797.75,19882.29
2021-05-17,13328,12355,25788.96,8617.38,8402.24,63598.51,5719.47,19727.44
2021-05-18,13342,12356,26306.14,8469.96,8409.22,64282.54,5660.31,19702.29
2021-05-19,13343,12358,25588.79,8551.09,8292.51,62902.41,5479.19,19457.19
2021-05-22,13355,12368,25546.12,8387.85,8240.64,61603.76,5298.07,19079.41
2021-05-23,13366,12370,25856.02,8466.99,8108.97,60318.19,5099.65,18690.79
2021-05-24,13376,12363,26440.26,8435.33,8138.89,60095.88,5064.16,18590.9
2021-05-25,13381,12367,26491.06,8401.7,8281.54,61377.43,5194.31,18871.29
2021-05-26,13389,12374,27126.11,8323.54,8200.74,61369.38,5188.85,19070.36
2021-05-29,13405,12382,28335.24,8419.5,8461.1,64485.73,5459.17,19746.82
2021-05-30,13414,12387,28112.72,8480.85,8530.92,65784.38,5541.08,19962.0
2021-05-31,13422,12394,27347.61,8299.79,8422.19,64693.96,5408.2,19525.67
2021-06-01,13433,12401,27699.18,8414.56,8488.03,64069.28,5363.6,19413.86
2021-06-02,13442,12410,28016.19,8417.53,8611.72,65027.93,5483.74,19749.8
2021-06-07,13477,12434,27911.53,8420.49,8554.86,65518.82,5584.77,19709.35
2021-06-08,13489,12439,27534.57,8456.11,8557.86,65887.99,5623.91,19901.17
2021-06-09,13498,12449,27558.96,8372.02,8480.05,64845.86,5531.98,19538.4
2021-06-12,13516,12465,27000.12,8493.71,8582.8,65022.9,5510.14,19447.06
2021-06-13,13530,12476,27415.69,8298.8,8588.78,64922.31,5496.48,19529.55
2021-06-14,13536,12493,27248.04,8361.13,8649.63,65550.0,5560.2,19656.97
2021-06-15,13542,12480,27289.7,8276.05,8560.85,64942.42,5509.23,19653.69
2021-06-16,13551,12486,27723.56,8446.22,8590.78,64504.85,5475.55,19611.45
2021-06-19,13578,12505,27033.65,8675.75,8729.43,65234.14,5559.29,19792.64
2021-06-20,13585,12512,26647.54,8693.56,8632.67,64839.82,5531.98,20181.35
2021-06-21,13586,12515,26705.46,8604.52,8589.78,64870.0,5532.89,20284.32
2021-06-22,13601,12523,26901.56,8743.03,8699.51,65627.46,5629.37,20404.38
2021-06-23,13606,12528,26577.43,8650.03,8718.46,67129.3,5758.61,20713.89
2021-06-26,13620,12546,27080.39,8673.77,8870.09,70261.75,6002.54,21463.59
2021-06-27,13630,12555,27169.8,8693.56,8861.11,70591.69,6042.58,21408.83
2021-06-28,13642,12559,27550.83,9001.25,8872.08,70116.89,6011.64,21400.08
2021-06-29,13646,12561,27951.16,9154.6,8966.85,70549.44,6074.44,21508.51
2021-06-30,13654,12568,27835.33,9283.22,8968.84,71085.6,6132.69,21763.15
2021-07-03,13675,12588,27668.69,9050.72,8980.81,70056.54,6076.26,21905.28
2021-07-04,13685,12595,27808.91,9134.82,8990.79,69791.98,6076.26,21877.15
2021-07-05,13695,12603,27520.35,9230.78,9021.71,70872.34,6165.45,22171.75
2021-07-06,13704,12606,27636.18,9205.06,8972.83,72773.54,6338.39,22682.52
2021-07-07,13715,12612,27577.25,9063.58,9070.59,72388.27,6291.06,22799.9
2021-07-10,13730,12629,27562.01,9206.05,9135.43,71400.45,6194.58,22555.99
2021-07-11,13738,12645,27582.33,9148.67,9121.46,72589.45,6316.54,22818.78
2021-07-12,13751,12648,27517.3,9197.15,9129.44,73562.18,6400.28,23077.49
2021-07-13,13758,12648,27164.72,9239.69,9128.45,73603.43,6400.28,22994.9
2021-07-14,13766,12662,26907.65,9180.33,9126.45,73596.38,6383.89,23114.07
2021-07-17,13786,12675,27008.25,9207.04,9119.47,74081.24,6435.77,23365.03
2021-07-18,13793,12680,26833.48,9187.25,9106.5,73237.27,6319.27,23119.24
2021-07-19,13803,12688,26910.7,9156.58,9125.45,73692.95,6324.73,23191.5
2021-07-26,13857,12734,27765.22,9258.49,9111.49,74452.43,6393.0,23452.99
2021-07-27,13865,12742,28253.95,9212.98,9117.47,73943.43,6324.73,23325.47
2021-07-28,13874,12747,28765.04,9347.53,9110.49,74443.37,6336.57,23424.86
2021-07-31,13911,12768,30135.72,9659.18,9256.13,77035.64,6474.0,23955.21
2021-08-01,13917,12773,29997.53,9819.46,9200.27,78723.58,6513.14,24151.81
2021-08-02,13922,12781,29559.61,9973.8,9225.21,78604.88,6540.44,24118.31
2021-08-03,13929,12787,29899.99,9858.04,9249.15,79677.19,6624.18,24162.04
2021-08-04,13936,12794,30217.01,9943.13,9223.21,81492.88,6892.68,24703.52
2021-08-07,13957,12815,29338.1,9894.65,9915.5,81807.74,7012.82,24893.06
2021-08-08,13965,12821,29610.41,10096.48,10274.62,82674.84,7079.26,24762.36
2021-08-09,13972,12832,29415.32,9928.29,10061.14,83921.18,7269.48,24964.13
2021-08-10,13979,12837,29643.94,10156.83,10048.17,84455.33,7372.33,25319.84
2021-08-11,13987,12847,30477.12,10088.57,10035.21,86585.88,7588.04,25930.8
2021-08-14,14009,12874,30817.5,9933.23,10118.0,85634.27,7548.0,25967.08
2021-08-15,14018,12905,31119.28,10117.26,10145.93,86022.56,7659.95,26292.68
2021-08-22,14065,12929,32246.1,10264.67,10273.62,87861.39,7844.71,27144.85
2021-08-23,14076,12933,31739.08,10354.7,10451.18,88431.74,7879.29,27192.66
2021-08-24,14083,12940,32212.57,10424.95,10469.13,91201.05,8054.05,28006.87
2021-08-25,14091,12960,31780.74,10323.05,10447.19,91268.45,8137.78,27802.12
2021-08-28,14119,12977,32080.48,10252.8,10479.11,91907.21,8171.46,27968.6
2021-08-29,14121,12982,31132.49,10055.92,10336.46,90116.67,8040.39,27701.74
2021-08-30,14126,13010,30162.14,9656.21,9998.3,84582.08,7584.4,26184.14
2021-08-31,14147,13003,30823.6,9603.78,9932.46,85450.19,7538.89,25787.97
2021-09-01,14155,13009,30933.34,9860.02,9971.36,88319.08,7738.22,26999.35
2021-09-04,14170,13028,30823.6,9879.81,9970.37,89866.19,7854.72,27685.14
2021-09-05,14187,13029,31078.64,9815.5,9870.61,88491.09,7740.04,27138.29
2021-09-06,14196,13038,30886.6,9597.84,9678.09,88411.63,7626.27,27098.74
2021-09-07,14204,13051,30898.79,9408.87,9448.66,86310.25,7472.45,26428.94
2021-09-08,14211,13053,31065.43,9196.16,9261.12,87110.97,7535.25,26717.47
2021-09-11,14236,13076,31118.26,9432.62,9602.28,87526.41,7569.84,26800.57
2021-09-12,14245,13105,30857.13,9529.57,9817.74,84849.65,7215.78,26056.33
2021-09-13,14254,13121,30413.11,9535.51,9721.98,83754.2,7079.26,25755.18
2021-09-14,14262,13125,30628.51,9796.7,9866.62,85212.79,7281.32,26388.29
2021-09-15,14270,13130,30498.46,9720.52,9700.03,84829.53,7247.64,25999.08
2021-09-18,14290,13146,30055.45,9634.45,9695.05,82589.34,7000.08,25299.07
2021-09-19,14298,13142,29788.22,9767.02,9713.0,81364.13,6927.26,24985.79
2021-09-20,14306,13146,29955.87,10025.25,9891.56,82349.93,7011.0,25379.08
2021-09-21,14313,13165,29881.7,10329.97,10110.02,79550.45,6780.73,24696.86
2021-09-22,14321,13180,30099.14,10583.25,10334.47,79505.18,6814.4,24694.78
2021-09-25,14344,13197,30105.24,10621.83,10250.67,82877.04,7082.9,25492.09
2021-09-26,14353,13218,30042.24,10610.95,10140.95,82635.61,7050.13,25339.42
2021-09-28,14371,13229,30263.74,10368.56,10163.89,82576.26,7021.01,25398.96
2021-09-29,14378,13231,30659.0,10401.2,10242.69,82973.6,7062.88,25626.86
2021-10-02,14401,13248,30967.88,11250.08,10603.8,86171.43,7334.11,26377.06
2021-10-03,14408,13256,30609.21,12017.83,10819.27,86016.52,7326.83,26216.84
2021-10-04,14418,13273,30618.35,12226.59,10835.23,86486.29,7384.17,26305.1
2021-10-06,14433,13295,30634.61,11681.44,10639.71,87080.79,7411.47,26303.91
2021-10-09,14456,13306,30211.92,11031.43,10205.79,84835.57,7163.91,25734.3
2021-10-10,14465,13297,30083.9,11255.03,10191.82,83701.89,7047.4,25351.95
2021-10-11,14472,13303,29955.87,11374.74,10358.41,84239.06,7054.69,25613.54
2021-10-12,14480,13318,29343.18,10975.04,10379.36,82107.5,6778.91,24889.28
2021-10-13,14488,13342,29336.07,10699.0,10374.37,80995.96,6662.4,24599.16
2021-10-16,14506,13344,29941.65,10726.71,10512.03,85212.79,6944.56,25718.3
2021-10-17,14513,13362,29862.4,10768.26,10421.25,83453.43,6775.27,25394.59
2021-10-18,14521,13387,29658.16,10977.02,10495.07,83031.95,6789.83,25366.66
2021-10-19,14529,13385,29895.93,11252.06,10484.1,84592.13,6929.08,25717.51
2021-10-20,14538,13375,29824.8,11400.46,10550.93,83867.87,6808.03,25467.14
2021-10-23,14562,13395,30135.72,11549.86,10671.63,82199.04,6694.26,24914.13
2021-10-25,14576,13411,30339.95,11794.23,11142.47,81378.21,6656.94,24628.38
2021-10-26,14584,13428,30235.29,12502.62,12047.24,81877.15,6694.26,24681.76
2021-10-27,14592,13449,30274.92,12795.47,12859.23,82259.4,6692.44,24818.22
2021-10-30,14616,13469,30073.74,12467.0,12460.22,80350.16,6507.68,24275.55
2021-10-31,14624,13487,29904.05,12791.51,12645.76,77608.01,6204.59,23591.44
2021-11-01,14632,13483,30144.86,12838.01,12367.44,80068.5,6414.84,24379.41
2021-11-02,14640,13502,30119.46,12926.07,12639.77,80223.41,6465.81,24434.67
2021-11-03,14648,13491,30258.66,13708.66,13701.15,81158.92,6602.33,24704.62
2021-11-06,14671,13503,30599.05,14715.83,14872.26,84876.81,6978.23,25620.6
2021-11-07,14678,13511,30614.29,14959.21,15657.32,83024.91,6817.13,25352.84
2021-11-08,14686,13520,31022.75,15332.21,16891.27,83074.2,6854.45,25355.53
2021-11-09,14694,13530,30875.42,15808.09,17398.02,83958.4,6968.22,25604.7
2021-11-10,14702,13548,31376.34,16216.7,17438.92,84180.71,7012.82,25559.48
2021-11-13,14726,13566,32804.94,17129.88,18061.38,82387.15,6809.85,25084.19
2021-11-14,14733,13568,32601.73,18171.69,18374.6,83214.02,6861.73,25254.15
2021-11-15,14743,13585,31976.84,18068.79,18020.48,81414.42,6647.84,25282.08
2021-11-16,14754,13591,32295.89,17265.43,17065.84,81231.34,6626.0,24794.76
2021-11-17,14763,13588,32385.31,18436.84,17860.87,81446.61,6642.38,24833.23
2021-11-20,14788,13610,31826.47,20014.87,18745.69,79382.46,6461.26,24342.54
2021-11-21,14798,13617,32057.11,20995.34,20089.37,80003.11,6515.87,24403.96
2021-11-22,14807,13630,32205.46,21187.27,20726.79,81826.85,6647.84,24843.27
2021-11-23,14815,13654,31891.49,20910.25,20689.88,80811.87,6587.77,24710.98
2021-11-24,14823,13661,32607.83,21152.65,21134.78,80222.4,6525.88,24588.13
2021-11-27,14848,13675,32638.31,21018.09,21218.58,78485.17,6295.61,24056.39
2021-11-28,14856,13692,32581.41,20403.7,20460.45,78649.14,6352.04,24261.24
2021-11-29,14864,13700,33005.11,19885.27,19709.31,78423.81,6321.09,24159.26
2021-11-30,14873,13704,32484.88,20944.88,20511.32,78155.23,6281.05,24074.78
2021-12-01,14882,13711,32711.47,21237.73,20942.26,76881.73,6176.38,23881.66
2021-12-04,14905,13713,33911.45,20080.17,19911.81,76845.52,6192.76,23895.78
2021-12-05,14914,13715,33963.27,20073.25,20103.33,77848.42,6249.19,24093.86
2021-12-06,14921,13729,34444.89,19307.48,19234.48,77483.27,6211.87,24128.25
2021-12-07,14930,13728,34640.99,19728.95,19412.04,77136.23,6132.69,23970.32
2021-12-08,14938,13740,34386.97,19775.45,19121.76,78100.91,6208.23,24121.69
2021-12-11,14962,13756,33696.04,18723.75,17996.54,77957.06,6218.24,24110.36
2021-12-12,14969,13760,33558.87,17012.15,16475.3,76192.67,6071.71,23676.22
2021-12-13,14978,13769,32113.0,17726.47,17381.06,74516.8,5956.12,23374.77
2021-12-14,14985,13772,32532.64,18699.02,18409.52,74169.76,5953.39,23258.88
2021-12-15,14993,13779,33749.89,19212.5,19037.96,74023.9,5947.02,23375.37
2021-12-18,15016,13800,33444.04,18116.99,18029.93,75063.02,6022.56,23554.27
2021-12-19,15024,13806,33081.3,18079.38,17994.0,73764.37,5895.14,23178.57
2021-12-20,15033,13813,33206.28,18162.51,17951.08,74496.69,5953.39,23348.83
2021-12-21,15041,13819,33595.44,18795.87,18284.43,76330.48,6134.51,23784.76
2021-12-22,15049,13825,33593.41,19453.97,18486.04,80393.41,6420.3,24333.69
2021-12-25,15073,13845,32958.35,19118.48,18004.97,80629.8,6421.21,24463.3
2021-12-26,15083,13851,33119.91,19189.74,17942.1,79220.5,6372.06,24188.28
2021-12-27,15093,13858,33213.39,20582.13,18489.03,80205.3,6515.87,24609.6
2021-12-28,15100,13865,32938.03,19923.05,18152.69,80151.99,6519.51,24571.53
2021-12-29,15110,13871,33028.46,19985.39,18193.61,79638.97,6503.13,24427.81
2022-01-01,15135,13891,33119.91,20485.15,18800.43,77772.98,6336.57,24165.12
2022-01-02,15142,13898,33048.78,20689.01,19545.98,77999.31,6343.85,24220.39
2022-01-03,15152,13904,32950.22,20533.64,20007.08,78090.85,6333.84,24149.72
2022-01-04,15162,13911,32531.58,20549.48,20301.51,77040.67,6249.19,23879.97
2022-01-05,15170,13918,31972.73,20205.09,19806.47,77044.69,6246.46,23944.58
2022-01-08,15194,13940,31519.54,19992.32,19556.95,77350.49,6324.73,23928.87
2022-01-09,15203,13955,30594.89,19299.59,18723.58,75410.06,6129.05,23405.38
2022-01-10,15212,13975,30306.32,18639.51,18517.98,75229.0,6109.93,23332.33
2022-01-11,15221,13984,31104.97,18951.24,18754.52,75686.69,6166.37,23415.32
2022-01-12,15230,13988,31122.25,18787.95,18272.45,75395.98,6099.92,23333.13
2022-01-15,15254,13992,30503.44,18425.75,17926.13,74754.2,6007.09,23247.55
2022-01-16,15263,13992,30597.94,18154.59,17236.47,74193.9,5988.88,22994.2
2022-01-17,15272,13995,30309.36,17683.53,16926.07,73728.16,5999.81,22971.25
2022-01-18,15280,14001,30220.96,17464.83,16911.1,72786.62,5811.4,22470.22
2022-01-19,15289,14008,30620.29,18369.34,18104.78,72968.69,5872.38,22521.4
2022-01-22,15313,14027,30556.28,18489.09,18445.12,73416.32,5930.63,22831.4
2022-01-23,15321,14033,30924.11,17936.88,17487.98,71064.47,5741.32,22143.12
2022-01-24,15329,14039,31529.7,17904.22,17572.81,70542.4,5633.92,21778.96
2022-01-25,15337,14046,31107.01,17465.82,17267.41,68210.67,5480.1,21296.71
2022-01-26,15345,14052,31386.43,17722.13,17370.21,71226.43,5683.07,21968.39
2022-01-29,15369,14071,31336.65,17562.8,17172.59,73587.33,5982.51,22610.36
2022-01-30,15377,14078,30936.3,18000.21,17093.75,72515.02,5941.55,22539.59
2022-01-31,15387,14084,30706.66,17349.04,16804.31,72666.91,5961.58,22539.49
2022-02-01,15396,14102,30671.1,16941.32,16686.54,72473.77,5957.03,22641.07
2022-02-02,15405,14113,30551.2,16881.94,17006.92,73161.83,5935.18,22635.01
2022-02-05,15428,14127,29778.96,17044.24,16843.23,72053.3,5901.51,22602.8
2022-02-06,15437,14135,29646.86,16379.21,16240.41,69548.55,5680.34,22137.46
2022-02-07,15445,14137,29896.83,16611.78,16658.59,70055.53,5679.43,22128.91
2022-02-08,15454,14147,29470.06,16559.33,16465.97,70800.92,5756.79,22327.89
2022-02-09,15463,14153,29705.8,16988.82,16800.32,69860.38,5716.74,22252.06
2022-02-12,15486,14166,30432.31,17095.7,16803.31,69876.48,5695.81,22232.57
2022-02-13,15495,14177,30718.85,16553.39,16410.08,69416.77,5630.28,22142.23
2022-02-14,15503,14185,30560.34,16421.77,16428.04,70188.32,5711.28,22291.12
2022-02-16,15519,14197,30421.14,16114.0,16285.32,70065.59,5693.99,22238.74
2022-02-19,15544,14214,29772.86,15489.55,15866.13,70116.89,5678.52,22166.58
2022-02-20,15553,14221,29806.39,14852.23,15305.23,70008.26,5690.35,22041.55
2022-02-21,15562,14226,29851.1,15220.37,15405.03,71560.4,5788.65,22115.99
2022-02-22,15571,14227,30213.85,15453.92,15561.73,71478.92,5829.6,22129.9
2022-02-23,15579,14236,30103.1,15545.95,15309.22,71279.74,5892.41,22197.89
2022-02-26,15604,14250,30396.75,15138.23,14978.86,70971.93,5868.74,22244.7
2022-02-27,15613,14255,30328.67,14951.19,14598.6,70523.29,5866.92,22114.0
2022-02-28,15622,14261,30447.55,15283.7,15347.14,70849.21,5898.78,22239.43
2022-03-02,15638,14273,30720.89,15386.62,15307.22,70899.5,5897.87,22270.94
2022-03-05,15663,14292,30220.96,14934.37,14859.09,72052.29,6004.36,22566.13
2022-03-06,15671,14297,30021.81,15132.29,14983.85,74602.31,6193.67,22938.65
2022-03-07,15680,14304,30485.15,15462.83,15045.73,75847.64,6268.3,23370.3
2022-03-08,15689,14309,31086.68,15426.21,14980.86,75255.15,6225.53,23203.02
2022-03-09,15699,14316,31094.81,15539.03,14913.99,76304.33,6315.63,23421.48
2022-03-12,15726,14335,31246.21,15474.7,14900.01,74634.5,6155.44,23082.46
2022-03-13,15736,14346,31753.25,15724.09,15025.77,74525.86,6151.8,23147.96
2022-03-14,15746,14352,31512.43,16114.0,15231.37,74321.66,6139.97,23163.47
2022-03-15,15756,14354,31607.94,15955.66,15351.14,74369.94,6146.34,23520.38
2022-03-16,15765,14364,31375.26,15708.25,15356.13,75489.53,6267.39,23560.53
2022-03-19,15798,14417,31018.6,15543.97,15361.12,77961.09,6439.41,23844.09
2022-03-26,15857,14433,31148.67,15732.0,15365.11,79729.5,6510.41,24163.24
2022-03-27,15866,14445,31301.08,15529.13,15277.28,80787.73,6595.05,24456.34
2022-03-28,15874,14450,31520.56,15652.83,15269.3,80787.73,6690.62,24456.34
2022-03-29,15883,14460,31721.75,15467.77,15241.35,80759.57,6600.51,24737.81
2022-03-30,15895,14465,31978.82,15474.7,15258.32,80410.51,6625.09,24978.64
2022-04-03,15930,14492,31891.44,16565.26,16044.79,82703.01,6833.52,25669.0
2022-04-04,15938,14499,31981.87,18110.06,17163.61,82912.24,6831.7,25464.95
2022-04-05,15946,14508,32503.13,18677.11,17832.31,82991.71,6821.68,25467.54
2022-04-06,15956,14516,32425.91,18656.33,17096.74,81599.51,6709.73,25634.02
2022-04-09,15982,14534,33008.14,18486.12,16826.27,80577.49,6636.92,25447.36
2022-04-10,15993,14548,33541.59,17962.61,16714.48,82342.89,6816.22,25881.8
2022-04-11,16001,14555,34097.4,18203.09,16990.95,82664.79,6818.04,26114.97
2022-04-12,16009,14554,33955.15,17842.86,16676.56,79757.67,6588.68,25321.04
2022-04-13,16020,14562,33218.47,18436.64,16987.95,80511.1,6670.6,25619.21
2022-04-16,16047,14583,33674.7,18479.19,17073.79,81379.21,6740.68,26111.39
2022-04-17,16058,14597,34170.56,18563.31,17014.9,81980.76,6791.65,26351.52
2022-04-18,16066,14596,34269.12,18430.7,16956.01,83955.39,6964.58,26897.87
2022-04-19,16077,14604,33832.2,18489.09,16940.05,84559.95,7040.12,27120.01
2022-04-20,16086,14611,33753.96,18418.82,17053.82,84192.78,7009.18,27018.63
2022-04-24,16122,14638,33574.11,18369.34,17182.57,83162.72,6912.7,26847.48
2022-04-25,16133,14650,33352.6,18654.35,17295.35,83531.89,6893.59,26913.57
2022-04-26,16144,14660,33473.51,18801.81,17998.99,83932.25,6945.47,27043.67
2022-04-27,16155,14659,33682.83,18879.0,18308.38,83655.62,6904.51,26913.67
2022-04-30,16180,14683,33689.94,19208.54,18727.57,84230.0,6903.6,26872.92
2022-05-01,16191,14694,33671.65,19145.2,18662.69,84293.38,6913.61,27053.61
2022-05-02,16202,14711,33602.56,19163.02,18725.57,84354.74,6913.61,26878.39
2022-05-07,16234,14730,34254.9,19246.15,18892.25,85153.44,6965.49,27150.22
2022-05-08,16244,14744,34286.39,19231.3,18808.41,85523.62,6980.96,27442.43
2022-05-09,16255,14749,34191.9,19083.85,18931.17,85067.94,6962.76,27408.04
2022-05-10,16266,14751,34579.03,19192.71,18807.41,85208.77,6963.67,27332.3
2022-05-11,16275,14758,35515.88,19143.23,18714.59,88021.33,7104.74,27875.67
2022-05-14,16302,14780,36005.64,19260.0,18933.17,90414.42,7302.25,28268.07
2022-05-15,16312,14793,36224.11,19497.51,19029.98,89886.31,7257.65,28150.09
2022-05-16,16323,14800,36186.51,19531.16,19067.91,90832.88,7339.57,28306.53
2022-05-17,16332,14800,36021.9,19621.21,18912.21,91389.16,7507.95,28467.64
2022-05-18,16342,14807,35743.49,19644.96,18822.38,89406.48,7411.47,28126.34
2022-05-21,16370,14828,36623.43,19664.76,18924.19,88804.94,7323.18,27855.79
2022-05-22,16381,14834,37208.71,19684.55,18795.44,89238.5,7307.71,28112.42
2022-05-23,16392,14846,36904.89,20085.34,18883.27,87360.44,7090.18,27478.21
2022-05-24,16403,14851,37264.6,20630.63,19591.89,86906.76,7215.78,27385.58
2022-05-25,16414,14862,37071.54,20812.72,19979.13,87776.89,7354.13,27573.33
2022-05-28,16441,14887,37757.41,21171.95,20504.11,86561.73,7282.23,27334.19
2022-05-29,16452,14888,38165.88,21291.69,21450.27,85662.44,7294.06,26939.91
2022-05-30,16462,14894,38831.43,21294.66,20731.67,86151.32,7325.0,27133.42
2022-05-31,16472,14901,38779.61,21342.16,20856.43,86278.06,7331.38,27327.14
2022-06-01,16484,14909,38465.63,21333.26,20781.57,86048.71,7391.45,27147.14
2022-06-06,16528,14946,37970.79,21292.68,20868.4,84480.48,7265.84,26494.14
2022-06-07,16539,14953,38352.84,21244.19,21053.04,84229.0,7226.71,26615.2
2022-06-08,16550,14963,38561.14,20561.35,20258.59,84466.39,7273.13,26863.38
2022-06-11,16576,14985,39731.7,20780.06,19989.11,84069.05,7228.53,26770.85
2022-06-12,16585,14993,41793.37,21114.55,20839.46,86071.85,7346.85,27219.2
2022-06-13,16596,15000,41007.92,21102.67,21162.83,88902.52,7496.12,28009.05
2022-06-14,16607,15008,40077.17,21226.38,21006.14,88350.27,7487.01,28086.98
2022-06-15,16618,15023,39268.35,21246.17,20776.58,87029.49,7414.2,27772.51
2022-06-18,16644,15038,40239.75,21221.43,20875.39,85892.79,7336.84,27493.32
2022-06-19,16655,15047,40453.13,21303.57,21215.73,85921.97,7305.89,27476.62
2022-06-20,16664,15053,39996.9,21269.92,20917.31,86493.33,7333.2,27663.18
2022-06-21,16675,15061,40028.4,20847.35,20720.69,86101.02,7274.04,27371.76
2022-06-22,16684,15077,40525.27,20957.2,20623.88,85780.13,7225.8,27196.64
2022-06-25,16713,15092,39290.71,20781.05,20033.03,84671.6,7138.42,26692.53
2022-06-26,16722,15102,37538.94,20962.15,19763.55,82692.95,7001.9,26438.29
2022-06-27,16733,15110,36224.11,20776.1,19546.97,82766.38,7020.1,26423.58
2022-06-28,16743,15115,36325.72,20470.31,19697.68,84026.81,7161.18,26594.23
2022-06-29,16753,15134,36877.46,20613.8,19636.8,83968.46,7132.05,26686.56
2022-07-02,16780,15143,39601.63,21169.97,20477.16,82843.84,7066.52,26354.8
2022-07-03,16790,15155,39636.18,20988.87,20528.07,83125.5,7054.69,26508.65
2022-07-04,16800,15158,38284.76,20978.97,20366.38,83199.94,7061.06,26643.63
2022-07-05,16811,15168,38880.2,20991.84,20427.26,83181.83,7067.43,26591.05
2022-07-06,16822,15184,38610.93,21075.95,20393.33,82259.4,7031.93,26462.94
2022-07-09,16850,15206,38329.47,21504.46,20802.53,82212.12,6978.23,26347.54
2022-07-11,16869,15214,38679.01,22673.2,22397.43,81600.52,6931.81,26185.24
2022-07-12,16878,15220,38427.02,22824.61,23013.23,81743.36,6928.17,26125.9
2022-07-13,16888,15234,38087.64,22855.29,23399.48,82861.95,6997.35,26379.15
2022-07-16,16915,15250,38469.69,22845.4,22989.28,82134.66,6903.6,26024.13
2022-07-17,16925,15263,38047.0,22929.51,23399.48,81326.91,6829.88,25849.1
2022-07-19,16943,15270,37891.53,22967.12,23425.43,81643.77,6836.25,26008.32
2022-07-20,16954,15287,37866.13,23210.57,24039.24,82180.94,6891.77,26203.23
2022-07-23,16983,15299,38268.51,23402.55,24201.92,83216.03,6990.06,26306.2
2022-07-24,16993,15307,38221.77,22907.74,23861.58,82308.69,6879.93,25832.6
2022-07-25,17003,15314,37981.96,22552.47,23727.84,80525.19,6683.34,25323.42
2022-07-26,17013,15321,38069.35,22716.75,23418.44,80998.98,6694.26,25394.29
2022-07-27,17023,15340,38016.51,22541.58,23042.17,81750.4,6752.51,25540.69
2022-07-30,17051,15351,38278.67,22750.39,22612.01,81926.44,6761.61,25497.55
2022-07-31,17062,15358,38244.12,22616.79,22733.77,80844.06,6648.75,25248.08
2022-08-01,17071,15371,38129.3,22726.64,23166.93,81185.07,6684.25,25429.47
2022-08-02,17080,15374,38140.48,22591.06,22983.29,81644.78,6683.34,25506.8
2022-08-03,17091,15389,38009.4,22587.11,22795.65,82442.48,6750.69,25708.96
2022-08-06,17121,15412,37706.6,22447.57,22894.46,83789.41,6826.23,25952.76
2022-08-09,17149,15428,37933.19,22088.34,22588.06,83547.99,6831.7,25939.74
2022-08-10,17160,15443,37536.91,22219.96,22389.44,83049.05,6812.58,25898.1
2022-08-13,17188,15456,36589.9,22723.67,22836.57,85019.65,6965.49,26214.26
2022-08-14,17199,15465,35749.58,22222.93,22524.18,84681.66,6876.29,25895.22
2022-08-15,17209,15474,35110.46,22006.2,22438.35,84975.39,6914.52,25954.45
2022-08-16,17219,15482,35111.47,22028.96,22141.93,84337.64,6899.05,25834.29
2022-08-17,17229,15497,34229.49,21735.04,22046.11,83495.68,6833.52,25664.33
2022-08-20,17258,15514,33238.79,21391.64,21214.73,82664.79,6767.07,25569.71
2022-08-21,17269,15520,33339.39,21661.81,20803.53,82247.33,6775.27,25503.52
2022-08-22,17278,15531,34794.45,21491.6,21795.6,82036.08,6754.33,25425.7
2022-08-23,17288,15535,34422.55,21389.66,21985.23,82854.9,6833.52,25599.33
