Date,highRisk,lowRisk,normalRisk,asamid,asam,agas,ayar,close_overal
2022-03-30,0.0023685252407863,0.0014944785245751,0.0018331457502795,0.000554237,0.02799431,-0.00433158,0.008071243,0.012581596
2022-04-03,0.0057148875663126,0.0154940044041768,0.0156602586441184,0.002282901,0.010574558,0.028111109,-0.002736173,0.020611556
2022-04-04,0.0005876204359252,0.0133056180621458,0.0133617228098748,0.000482997,0.003126626,0.002526701,0.002831545,0.004715116
2022-04-05,0.002111614434512,0.0054920751534084,0.0055763449977148,0.000621343,8.22e-06,0.000958024,0.016167213,0.001757967
2022-04-06,-0.0101197094035427,-0.0009559218489168,9.850203829208811e-05,0.000759431,8.22e-06,-0.016917466,-0.002378598,-0.005256009
2022-04-09,-0.0030421556945437,-0.0015339261371968,-0.0014327646503716,0.001446973,0.001003697,-0.012603927,0.017796403,-0.00346192
2022-04-10,0.0190364459468716,-0.0006372841864658,-0.0015219561105276,0.000482089,0.024026052,0.021672784,0.016031964,0.010512429
2022-04-11,0.0032566104087024,0.0037136948132458,0.0037272831129933,0.000619291,0.006111148,0.003901642,0.016434974,0.003718268
2022-04-12,-0.0176987537790454,-0.0066457224530308,-0.0067799400985422,0.000550235,-0.016757882,-0.035800843,-0.004180599,-0.022984908
2022-04-13,-0.0013450839471895,0.0063290097567707,0.006953277905786,0.000549932,0.009148124,0.009402151,-0.02193449,0.005624861
2022-04-16,0.0149799877246809,0.004143925289643,0.0040283594193007,0.001578774,0.034845877,0.010724772,0.013640767,0.009269709
2022-04-17,0.0099928659738028,0.0019719595347866,0.0021981030931559,0.000548763,-0.023396929,0.007364751,0.014617641,0.005019104
2022-04-18,0.0118952423747416,0.002084695908006,0.0018413519269462,0.000548462,0.044397242,0.023801001,0.002880202,0.017911994
2022-04-19,0.0028962812205195,0.0020091048101543,0.0018360278749313,0.000548162,-0.001288664,0.007175164,-0.012831645,0.007532062
2022-04-20,-0.0025687960705765,-0.00061586312217,-0.0003815551117275,0.00102708,0.007580323,-0.004351581,-0.002315268,-0.000515179
2022-04-24,-0.0043335398280877,0.0004279263090612,0.0006446330161205,0.00198211,-0.004996382,-0.012309999,-0.00534251,-0.005017635
2022-04-25,0.0004803081577434,0.0030006799358655,0.002828185526967,0.000272804,-0.000589495,0.004429305,-0.006619504,0.001721564
2022-04-26,0.0037202428743191,0.0022370456468025,0.0030363074637576,0.000546067,0.010345161,0.004781451,0.003618649,0.010211263
2022-04-27,-0.0009332877812993,0.0004567258213559,0.000813736601729,0.000886978,-0.003122179,-0.003301316,0.006233832,-0.000912826
2022-04-30,-0.0005340243463187,0.0033890732923382,0.0036045569399902,0.001362316,0.001756101,0.006842542,0.000211065,0.000717506
2022-05-01,0.0037472691667653,0.0008909020079191,0.000839377220881,0.000612505,-0.006958321,0.000752181,-0.000543039,0.000615843
2022-05-02,-0.0041024007816252,-0.0002110042033555,-0.00012403205414,0.00156389,0.0,0.000727669,-0.002053982,0.004118467
2022-05-07,0.0111823431062383,0.0033511386000989,0.0034947233796857,0.00156077,0.0,0.009423804,0.019227366,0.009167316
2022-05-08,0.0060547388941537,0.0012893279738107,0.0015926647578299,0.000610221,0.0,0.00433779,0.000918862,0.00594242
2022-05-09,-0.001401498390279,0.0005357831187669,-0.0004749956329726,0.000542181,0.0,-0.005342364,-0.002759709,-0.008315818
2022-05-10,0.0014243341122423,-0.0002240903325221,0.0007203100188329,0.000541888,0.0,0.001654131,0.011258655,-0.000393744
2022-05-11,0.01814810200791,0.0023456907989824,0.0025302227915075,0.000879519,0.0,0.032474809,0.026732491,0.01605612
2022-05-14,0.0126562321243963,0.0045601212614432,0.0040255472392076,0.001352584,0.0,0.026824596,0.013695672,0.008884832
2022-05-15,-7.437912655374964e-05,0.0010850541233482,0.0015806413511533,0.000540387,0.038879163,-0.005858118,0.006049326,-0.003446799
2022-05-16,0.0035702693943447,0.0015108271777239,0.0014325226430034,0.000540095,0.000661813,0.010475685,-0.001038522,0.006855556
2022-05-17,0.0034942462979578,0.000516515015425,0.001448275595843,0.00053913,-0.012315017,0.006105537,-0.004559311,0.013934408
2022-05-18,-0.0082624363961222,-0.0015900245577753,-0.0010638178557363,0.001281288,-0.007125123,-0.021933709,-0.007758932,-0.006901991
2022-05-21,-0.002118641659334,0.0006003273753787,0.0003759766797292,0.000875018,-0.008740189,-0.006750884,0.024320045,-0.009630433
2022-05-22,0.0047930247338341,0.0028880362803986,0.0016506199406198,0.00060554,0.021808766,0.004870282,0.015854674,0.001551757
2022-05-23,-0.0073084281282544,-0.0014322455230076,0.0001947869174213,0.000538025,-0.025558558,-0.021270012,-0.008198811,-0.015884935
2022-05-24,0.0079440514496529,0.0047627361255886,0.0042746145686324,0.000537736,-0.006235246,-0.005206729,0.009699752,-0.00097761
2022-05-25,0.0075934270309794,0.0024744839043315,0.0028706321272828,0.000537447,0.000137457,0.009962434,-0.005194255,0.00563976
2022-05-28,0.0020140436812055,0.0041869205881387,0.0029025621118335,0.001677578,-0.000687474,-0.013940453,0.018332188,-0.007110994
2022-05-29,0.0123710198595132,0.0019328200840824,0.0004754242050213,0.000468656,-0.017972242,-0.010443345,0.010760175,-0.012531375
2022-05-30,-0.0015403430400326,0.0014403676715083,0.0005990229838714,0.000602904,0.00237779,0.005690828,0.017288048,0.002163939
2022-05-31,0.0025260400072534,0.0016642027007811,0.0017389033867429,0.000535684,0.010008424,0.001470051,-0.001335377,0.003461459
2022-06-01,-0.0040248146329508,-0.0013567864895501,-0.0004727823092433,0.001939702,-0.001868965,-0.002661805,-0.008129478,-0.000474018
2022-06-06,-0.0062407589658867,-0.0026923975188074,-0.0013032064857531,0.001335031,-0.002219603,-0.01839303,-0.012947935,-0.018107415
2022-06-07,0.0057041614937619,0.0021993642555591,0.0010186415215237,0.00060025,-0.004384293,-0.002981222,0.0100114,0.000711424
2022-06-08,-0.0185114034065358,-0.0029643519317248,-0.0032783381682419,0.000999838,0.019887411,0.002814424,0.005416454,0.003235515
2022-06-11,-7.804589887131289e-05,0.0023460331581395,0.0018028585956497,0.001264673,-0.008376293,-0.004715219,0.029904324,-0.001322259
2022-06-12,0.0325709102780688,0.0101200439006683,0.0056352704866489,0.000532121,0.014374948,0.023543928,0.050588357,0.009242211
2022-06-13,0.0067578045906553,0.0039104840170935,0.0042761799315331,0.000464793,0.009065755,0.032358076,-0.018972496,0.025169943
2022-06-14,-0.0094360270228046,-0.0009764179268534,-0.0012141662265012,0.000531591,0.00651162,-0.006231234,-0.022958373,0.001664912
2022-06-15,-0.0115849279257993,-0.0031479734566801,-0.0034123943620283,0.000597619,0.005205564,-0.015062228,-0.020387995,-0.006201461
2022-06-18,0.0100027726555274,0.0016435118656909,0.0018991952805438,0.001525922,0.00828615,-0.013147136,0.024436462,-0.010665341
2022-06-19,0.0041698202439296,0.0021680438025475,0.0024479809170716,0.000596352,-0.014294981,0.000339668,0.005288707,-0.001147881
2022-06-20,-0.0053181919738311,-0.000714704034738,-0.0010239876104791,0.000595996,0.012775475,0.006627742,-0.011342069,0.0008304
2022-06-21,-0.0080206655699288,-0.0031740345356913,-0.0029952813036492,0.000595641,-0.019899161,-0.004546043,0.000787251,-0.004933795
2022-06-22,0.0048714549933112,6.898657046937253e-05,0.0003860888972868,0.000859451,0.002223196,-0.003733863,0.012336528,-0.004059391
2022-06-25,-0.0178357586065255,-0.0045201945824166,-0.0066805453901877,0.001189197,-0.002358094,-0.01300715,-0.030937626,-0.008553461
2022-06-26,-0.0154824442262551,-0.002167481462066,-0.004876876473436,0.000594069,-0.007447563,-0.023645894,-0.04560931,-0.012572663
2022-06-27,-0.0160890160475229,-0.0020051733378702,-0.0038560078341147,0.000593716,-0.007434978,0.00088759,-0.035653875,0.001813666
2022-06-28,-0.0074863535176909,0.0005104739738339,0.0011218983001834,0.000527525,0.011842512,0.015113974,0.002801111,0.006870393
2022-06-29,0.0047031276400281,0.0016988401588974,0.0021184665865441,0.000922664,-0.002642188,-0.000694662,0.015074494,-0.000474877
2022-07-02,0.0174981895976772,0.0062110364561376,0.0102392569402289,0.001250358,0.021940563,-0.013483862,0.071269755,-0.008014708
2022-07-03,-0.0046021477771973,0.0006030668306521,0.0008445764557616,0.000591764,-0.012824114,0.003394124,0.000872058,0.000901346
2022-07-04,-0.0002546045141488,-0.0003954056499618,-0.0022951062988786,0.000591414,-0.008709504,0.000895113,-0.034690432,0.002771099
2022-07-05,0.001399718739847,0.0007863776829273,0.0016265284282621,0.000525481,0.010388653,-0.000217692,0.015433218,0.002596687
2022-07-06,0.0002090359343539,5.631916103773901e-05,-0.0005798893601857,0.000525205,-0.007206632,-0.011151266,-0.006949727,-0.005622179
2022-07-09,0.0142493658176149,0.0034034287213511,0.0030801737294519,0.001639407,0.005796336,-0.000574932,-0.007316345,-0.002726187
2022-07-11,0.0463762493764634,0.0088599080928508,0.0107080565583152,0.001113238,0.008432092,-0.007467102,0.009078024,-0.007310679
2022-07-12,0.0124781645583477,0.0015748026438651,0.0024491807586706,0.000457494,-0.019786634,0.001748949,-0.006536218,-0.002735053
2022-07-13,0.0053556820875072,0.0021224102209218,0.002521594578225,0.000654506,0.00271518,0.013591387,-0.008871038,0.004383333
2022-07-16,-0.0052674473899279,-0.0010040449246955,-0.0015501300344098,0.001502045,-0.000135584,-0.008815875,0.009980838,-0.006734203
2022-07-17,0.004299823744205,0.0002549135415724,0.0005546489903958,0.000717601,0.003316528,-0.009883137,-0.011048421,-0.006928233
2022-07-19,0.0015844594710141,0.0016476111804931,0.0013496764784701,0.001043219,-0.005488376,0.003888557,-0.004094633,-0.000639325
2022-07-20,0.0118320414235209,0.0034826787580747,0.0043221988140552,0.000521202,-0.003266642,0.006557886,-0.000670559,0.002043736
2022-07-23,0.0073312079596881,0.0027984390307927,0.0035069001099245,0.001561978,0.008755019,0.012516596,0.01057032,0.001086916
2022-07-24,-0.0162731079142278,-0.0043826039463245,-0.0046456182769062,0.000649942,-0.010528916,-0.010963306,-0.001222116,-0.006628303
2022-07-25,-0.0126670102498226,-0.0034664882914368,-0.004097680702672,0.000584652,-0.009192628,-0.021906637,-0.006293938,-0.016773442
2022-07-26,0.0016446726811062,-0.0002814090073902,0.0001880099890946,0.000454637,0.002752927,0.005866507,0.002298186,-0.000672999
2022-07-27,-0.0062848183009098,-0.0008659340352128,-0.0009571034107125,0.000584045,0.007668119,0.009234141,-0.001388957,0.003652958
2022-07-30,0.0038380631761161,-0.0006531290999494,0.0002501890591916,0.001556003,-0.007324536,0.002151069,0.006872283,-0.001970754
2022-07-31,-0.00445296338519,-0.0005165784045314,-0.0007812014736301,0.000647459,-0.014881742,-0.013299658,-0.000902999,-0.012130927
2022-08-01,0.005743845999254,0.003529066142657,0.0030307682359153,0.000517795,0.014125702,0.004209249,-0.003006808,0.002882326
2022-08-02,-0.0040298731846119,-0.0003574517825257,-0.0003677762414764,0.000582118,0.002472189,0.005646523,0.00029317,0.001690494
2022-08-03,0.0002561793031096,0.0006166642246965,0.0004031087174941,0.00051658,-0.00364174,0.009722952,-0.003442688,0.005119525
2022-08-06,-0.0001274903700802,0.0022723952782418,0.002454246340056,0.002324535,0.000412939,0.016205789,-0.007998352,0.008011592
2022-08-09,-0.0104925058035479,-0.0010250053711706,-0.001191522405135,0.001030608,0.002954415,-0.00288543,0.005991309,0.002081656
2022-08-10,0.0004537178119727,-0.0005014928440017,-0.0002119241067083,0.000643832,-0.001922813,-0.0059898,-0.010501739,-0.002397872
2022-08-13,0.0172322829057543,0.0051032663234839,0.005799057174108,0.001608091,-0.000962795,0.023451009,-0.02555247,0.012784042
2022-08-14,-0.0146609478449296,-0.004188972551696,-0.0037370537146769,0.000642385,0.011288732,-0.003983357,-0.023233725,-0.002352365
2022-08-15,-9.744293753125689e-05,-0.0006301861647744,-0.0002592084131469,0.000513739,-0.003475657,0.003462636,-0.018039429,3.01e-05
2022-08-16,-0.0035606884923315,-0.001407776689402,-0.0013849183061766,0.000577561,0.0,-0.007533419,2.88e-05,-0.002871514
2022-08-17,-0.0017885378801163,-0.0021348319394851,-0.0016000369121711,0.000705953,0.0,-0.010033372,-0.025440304,-0.005566266
2022-08-20,-0.0088762442557307,-0.0046706087308931,-0.0039749751605419,0.001537023,-0.001503041,-0.010001138,-0.029369986,-0.008705279
2022-08-21,-0.0046731093613938,-0.0010467000663536,-0.0010284230471236,0.000575935,-0.009342011,-0.005062829,0.003022013,-0.00621351
2022-08-22,0.0023052424938181,0.0061820337890349,0.0040623569904349,0.000447862,0.018326552,-0.002571777,0.04271831,-0.003790498
2022-08-23,0.0014546833367267,0.0024246030303245,0.001772412052019,0.000575346,-0.009873765,0.009931735,-0.010746018,0.004885914
2022-08-24,-0.0043898323751989,-0.0028678759436811,-0.0032335766867876,0.000638814,0.000957592,0.014416033,-0.021965059,0.007584922
2022-08-27,0.0022649488359749,0.0022455444195262,0.0020780166249189,0.001722953,0.002253561,0.00575147,0.03716908,0.005305124
2022-08-28,-0.0032271909791813,-0.0024823692138389,-0.0023858862128963,0.000510006,-0.004238163,-0.007284444,-0.012668495,-0.004117579
2022-08-29,0.0004328797951792,0.0007916934708125,6.629090401745062e-05,0.000636983,-0.00068526,0.005426619,-0.00315566,0.000728361
2022-08-30,-0.0019163410736353,-0.0024671742489308,-0.0021433759227104,0.000509421,-0.002883231,-0.003199841,0.000472546,-0.002717546
2022-08-31,-0.0014596398384071,-0.0025188853250877,-0.0016150253816363,0.000827495,0.000274952,-0.000143502,0.009286025,-0.00127807
2022-09-03,-0.0002012737594755,0.0006537807100271,0.0004227826085836,0.001461378,0.000137448,-0.011342706,0.013682871,-0.008676762
2022-09-04,-0.0005879937814508,-0.0002683114036016,-0.0008175649704801,0.000507998,0.007121367,0.001088089,0.004375776,-2.31e-05
2022-09-05,-0.000643633548855,-0.000298223948375,-0.0003906515108167,0.00057111,0.001772446,0.001243847,-0.00969898,-9.01e-05
2022-09-06,-0.0010492496731796,-0.0009141467528841,-0.0010591970938237,0.000570784,0.00312819,-0.004899818,0.001507277,-0.004175783
2022-09-07,-0.000481730364433,-0.0003637639841224,-0.0003781715545309,0.000570459,6.79e-05,-0.004497428,-0.010979007,-0.005628499
2022-09-10,0.0016185058276656,0.0015096427398681,0.0016253223839496,0.001646237,-0.007564693,-0.010187696,0.015400421,-0.010977539
2022-09-11,-0.0017454738479234,-0.0012954217752035,-0.0015880230628103,0.000506038,-0.004387776,-0.003007578,0.00758387,-0.004807541
2022-09-12,3.4152085427131915e-05,-0.0014198669132171,-0.0016274934256989,0.000568908,-0.004407114,0.00699956,0.021515697,-0.001267762
2022-09-13,-0.0024938561538094,-0.0045885229307331,-0.0049750147002711,0.000568585,0.003375938,0.002057224,0.024238998,0.002987892
2022-09-14,0.000196074449849,9.385922874742666e-05,4.203583083912065e-05,0.000631312,-0.006971074,-0.003062966,-0.013735073,-0.002909204
2022-09-18,0.0025032753196368,0.0030651722649564,0.0030888249475137,0.002143861,0.008689111,-0.008416251,0.002518779,-0.00806814
2022-09-19,0.0039958152998068,0.0054274952777955,0.0056232600141611,0.000566687,0.001097996,-0.000779852,-0.017542126,-0.002977102
2022-09-20,-0.0005983610268411,-8.569298286016502e-05,-0.0003199251126544,0.000566366,-0.005226253,-0.004978311,0.003566901,-0.004933459
2022-09-21,-0.0044498640075444,-0.006777158849416,-0.0072026770495427,0.000566046,-0.011720374,-0.004665676,-0.008050377,-0.008683517
2022-09-24,-0.0051760708393358,-0.0058030991853389,-0.0064105919349829,0.001696217,-0.009039689,-0.02032417,0.009366954,-0.020164445
2022-09-26,0.002828972314437,0.0025217758194764,0.0024023982433378,0.001380326,-0.010330524,0.009310166,0.004860019,0.004703019
2022-09-28,0.003703923652629,0.0045856410453305,0.0048619244836248,0.001065113,0.017554824,0.012575786,-0.005280033,0.009037993
2022-10-01,0.0020764586972274,-0.004481615011791,-0.0046814142170463,0.001501247,0.002861232,-0.025708714,0.046250186,-0.01171624
2022-10-02,0.0014086993158088,-0.0002177161511206,-0.0011576326811093,0.000562543,-0.006852694,-0.001230502,0.012702524,-0.006674294
2022-10-03,0.0017258697189744,0.0027972662045316,0.0021892295185913,0.000624607,-0.009446669,-0.000936665,0.007209165,-0.002508086
2022-10-04,0.0005352048131258,0.0005348859403961,0.0001005403566737,0.001435554,0.004804984,0.002218358,-0.003414126,-0.003693053
2022-10-08,-0.0002510908256812,0.0016334474484094,0.0013571327845183,0.001308466,-0.001975727,0.004422134,-0.020409752,0.002180513
2022-10-09,-0.0026118610771725,-1.609840744600335e-05,0.0009860364909208,0.000560336,0.002962129,-0.012873246,-0.007221525,-0.008877991
2022-10-10,0.0008040343973886,0.0024071725204503,0.0028988922018018,0.000560023,0.008554852,0.002708999,0.001297148,-0.000891222
2022-10-11,0.0039806718163864,-0.001181814961879,-0.0013965884894559,0.000559709,0.010211613,0.00675354,0.013253879,0.007378912
2022-10-12,0.0033777778217926,0.0031508411265465,0.0026274446870964,0.000746206,0.000207318,0.007851489,0.000799172,0.004718075
2022-10-15,-0.0012680138433605,-0.0009148470638383,-0.0011933927066075,0.001490123,0.002897953,-0.001423046,-0.00282671,-0.00143717
2022-10-16,0.0003059996792212,0.0005631629628155,0.0003311870021654,0.000620075,-0.01254913,-0.004038407,0.010784282,-0.005030103
2022-10-17,-4.2650418319711695e-05,-0.0002743052369074,-3.7043278088512834e-05,0.000557801,-0.003214538,0.000867643,-0.006281072,-0.000139644
2022-10-18,-0.0003622581836184,0.0001425755179251,0.0007335417314122,0.00055749,0.011344382,0.002827424,-0.00948313,0.001116379
2022-10-19,-0.0001419849243044,0.0001616151583998,0.0004858513978516,0.00080444,-0.007223257,0.000292529,-0.001504115,-0.001828096
2022-10-22,0.0017935149263084,0.0013462554132406,0.0016454414212165,0.001484135,0.005075624,0.001689657,0.005949553,-0.000920842
2022-10-23,-0.0011440066762753,-0.0007452251841047,-0.0007189755386023,0.000494223,0.001663087,-0.004605619,-0.003372528,-0.009334934
2022-10-24,-0.0028474200120431,-0.0022393892824995,-0.0022287937194571,0.000555631,-0.000207735,-0.016781181,-0.008102685,-0.014807529
2022-10-25,-0.001666270293567,-0.0030810473824091,-0.0031158692594001,0.000616938,-0.004859433,-0.011162366,0.004584239,-0.008390658
2022-10-26,-0.0022828302767897,-0.0082084654807527,-0.0083083962185143,0.0007397,-0.01450977,-0.022289785,0.005955403,-0.02074717
2022-10-29,0.0031931506495288,0.007532505038618,0.0075789465769434,0.001416897,-0.004529057,0.000294945,0.00528174,0.002883489
2022-10-30,0.0016030507568669,0.0052134509481675,0.0052512046545088,0.00061523,-0.006332513,0.009591932,0.001010426,0.0078729
2022-10-31,0.0041259466306799,-0.001083086127548,-0.0011234524264979,0.000492034,0.014878064,0.014969786,0.013358913,0.012176683
2022-11-01,0.005447420058984,0.0013758206922956,0.0013272440615615,0.000614549,-0.000140657,0.012051978,0.019426514,0.00833071
2022-11-02,0.0050113850459414,0.0024782971442667,0.0024177419901394,0.000675507,0.006729312,-0.002406659,0.027399864,0.002406088
2022-11-05,0.0100572396459092,0.009519495514456,0.0095062543752447,0.001533993,0.016490362,0.044490143,0.016234235,0.034295564
2022-11-06,-0.0115937502682339,0.0010095678566199,0.003820617319142,0.000612817,0.003361578,0.016698282,-0.02366948,0.012234945
2022-11-07,0.0122805391011443,0.0055431166651667,0.0043945089869857,0.000551275,0.027759862,0.034479727,0.013970582,0.032972728
2022-11-08,-0.0121323034104081,0.0015496335755456,0.0038896861241234,0.000612104,0.01277444,0.000917785,-0.023673917,0.012855645
2022-11-09,0.0011925971807613,-0.001235251026825,-0.0017590851301658,0.000550634,-0.011443059,-0.002567259,0.002085387,0.004686904
2022-11-12,-0.0010499955911017,-0.0007410980269823,-0.000800165143164,0.001589088,0.024186247,0.006651852,-0.003639489,0.008272347
2022-11-13,0.0020933614072823,-0.0021065045740827,-0.0021712945177979,0.000671993,-0.012414403,-0.008351253,0.005619232,-0.004889446
2022-11-14,0.0099512968641218,0.003303261906761,0.0020637899343584,0.000549089,0.001445372,-0.008088185,0.017792057,-0.007757153
2022-11-15,0.0090969122380134,0.0021477419111969,0.0010603731009867,0.000548787,0.003865942,0.010388753,0.013655482,0.001621637
2022-11-16,-0.003477133810943,-0.0014187019446705,-0.0010555426317599,0.000609343,-0.004062915,0.003329516,-0.006285151,0.002205357
2022-11-19,-0.0043826029841723,-0.002643088640632,-0.0021938673183792,0.0015828,-0.009699525,-0.020720566,-0.003839578,-0.014615256
2022-11-20,0.0099345991819664,0.0049485501873435,0.0048613081044269,0.000608009,-0.007119836,0.012370128,0.014244107,0.008266148
2022-11-21,0.0011892463280837,0.0008862739646341,0.0006453388392532,0.000546953,0.018197359,-0.005486924,0.001686911,0.002822883
2022-11-22,0.0046450164191005,0.0023341167290816,0.0019353730010286,0.000607308,-0.010480963,-0.003459618,0.007301583,-0.000670253
2022-11-23,-3.5816770391687927e-06,0.000442437143147,0.0006169170150457,0.000546322,-0.000132538,0.00522064,-0.000776415,0.001798611
2022-11-26,0.0084460581466591,0.0038239380867787,0.0036922263227794,0.001697696,0.013559976,-0.002225569,0.01443251,-0.001404486
2022-11-27,0.0074986037826804,0.0031819059752013,0.0025458078795536,0.000605579,-0.01761085,-0.001466581,0.013448423,-0.00143448
2022-11-28,0.0058605187426004,0.0029948237482062,0.0025788837733598,0.00048432,0.003653154,0.001752464,0.008811689,0.001533537
2022-11-29,-0.0077710464318011,-0.002118624237258,-0.0017418252177703,0.000544504,-0.011536153,0.002438875,-0.014943244,0.004149512
2022-11-30,0.0043608450242319,0.0024259283515512,0.0023339381727625,0.000664969,0.006151397,0.001578983,0.006013552,0.002237059
2022-12-03,0.0039898801017747,0.002397184890415,0.0021010124856571,0.001630653,0.001531955,-0.000261025,0.006118455,0.000245495
2022-12-04,0.0101865326537209,0.0040160270763947,0.0034926102926988,0.000603807,0.004714328,-0.002804324,0.017327081,8.44e-05
2022-12-05,0.0094121443109257,0.004062710821106,0.0037502485485455,0.00048182,0.008771697,0.00158133,0.014739786,-0.002991267
2022-12-06,-0.0070514178168976,-0.0025019172821665,-0.0020972084838482,0.000603152,-0.008970445,-0.001081767,-0.011195234,-0.002975763
2022-12-07,-0.0067182282189179,-0.0024612064026902,-0.0021544455693291,0.000722461,0.007130155,-0.00294207,-0.009766266,-0.004675294
2022-12-10,0.0152930344673234,0.0058746902059629,0.004846966470186,0.001624081,-0.012577949,-0.013776868,0.027957328,-0.013703738
2022-12-11,0.0110381258518215,0.0050079356850755,0.0048907191416145,0.000600776,-0.00433956,0.007422538,0.01613626,0.004056621
2022-12-12,0.0223894553684687,0.0103769602987404,0.0095185485926999,0.00054045,0.000802568,0.021402192,0.030219735,0.014287431
2022-12-13,0.0110599269571352,0.0068136954453483,0.007065057044074,0.000540158,0.018283498,0.036300965,0.008215891,0.031517325
2022-12-14,0.0031284155877769,0.0026892719770907,0.002829335998221,0.000659664,0.006999211,0.015126249,0.000170917,0.012488982
2022-12-17,-0.0022880114069669,-0.0004115210005512,-0.0004822799274159,0.001737847,-0.004835347,-0.006281372,-0.002587907,-0.001921573
2022-12-18,0.0039682421067017,0.0027987114585615,0.0029603374918687,0.000538574,0.01753064,0.016221519,-0.002852235,0.020409338
2022-12-19,-0.0065962778023325,-0.0024143850420089,-0.0020429484759147,0.000598009,-0.008012967,-0.000585848,-0.010687637,0.000444363
2022-12-20,-0.0020086080186523,-0.000842075590692,-0.000918134736678,0.000657338,0.011867279,-0.014759978,0.002471421,-0.005889418
2022-12-21,-0.0026984717601493,-0.0005177247183841,-0.0003149704399044,0.000656906,-0.004949073,0.00240983,-0.005667516,0.002747855
2022-12-24,0.0314027165931071,0.0142824197391833,0.0134446735061357,0.001610903,0.009363244,0.03932885,0.036162264,0.027555857
2022-12-25,0.016697111053047,0.0079143987624151,0.0073485959383741,0.000656013,0.009339628,0.012216881,0.021402585,0.016485054
2022-12-26,0.0187381057334637,0.0079012152656485,0.0071544103850068,0.000595516,-0.000759157,0.001285771,0.029733221,0.008171731
2022-12-28,0.0468423908749835,0.0211745314765272,0.0196517039129746,0.001249371,0.011765212,0.041700835,0.059085513,0.04400465
2022-12-31,-0.0725137711384717,-0.0299291274038156,-0.0274530739379248,0.001782197,-0.002254228,-0.052784667,-0.103168142,-0.035100783
2023-01-01,-0.005476226293519,-0.0017841735871906,-0.0017320207159934,0.000593953,-0.018474523,-0.004735605,0.00091725,-0.016565165
2023-01-02,0.0257402875707957,0.0108371615242727,0.0103499451102111,0.000533782,0.012249066,0.026056758,0.029684292,0.018317484
2023-01-03,-0.014148539838299,-0.0051704583603527,-0.0055081895720811,0.000651883,-0.011100301,-0.008582157,-0.025297616,-0.001212759
2023-01-04,0.001863796400322,0.0011381238229018,0.0004294038284323,0.00053315,0.016447739,-0.013673535,0.00616305,-0.007720853
2023-01-07,0.0215521874094079,0.009773099122897,0.0095559724298568,0.001893018,-0.004653804,0.024345196,0.02865649,0.011926959
2023-01-08,0.0269081179563242,0.0112197387476661,0.0109160289797957,0.000531859,0.008536331,0.026232028,0.036066382,0.022991708
2023-01-09,-0.0004430498673089,-0.0008335612162088,-0.0007964635386214,0.000650124,0.008959741,0.001082483,-0.007195705,0.007115277
2023-01-10,0.0141473452281577,0.0036788281014103,0.0035373061845213,0.000590173,-0.009835124,0.007909212,0.002391331,0.012839093
2023-01-11,-0.0093035016486824,-0.0012627232889433,-0.0013495203755112,0.00064873,0.005925112,-0.01837426,0.002463219,-0.009698011
