,Date,Return
0,2021-05-03,-0.00241659123549287
1,2021-05-05,0.0010401383713405502
2,2021-05-08,-0.0019292080679275464
3,2021-05-09,-0.004370092072069569
4,2021-05-10,0.0026312410202247913
5,2021-05-11,0.003438533223692676
6,2021-05-12,-0.00038599611332540873
7,2021-05-15,0.002216203202821566
8,2021-05-16,-0.0011415930431552237
9,2021-05-17,-0.0010550671710189783
10,2021-05-18,-0.0003151333816849486
11,2021-05-19,-0.0025467748427048143
12,2021-05-22,-0.004962551731622831
13,2021-05-23,-0.002492281791934109
14,2021-05-24,-0.0003763946210650319
15,2021-05-25,0.0032522692536514014
16,2021-05-26,0.0049059191675516894
17,2021-05-29,0.013260265705389282
18,2021-05-30,0.0015555463473560236
19,2021-05-31,-0.006913715763272476
20,2021-06-01,0.0009867673166234752
21,2021-06-02,0.004154730968352334
22,2021-06-07,0.0021700152646730794
23,2021-06-08,-0.00032574578818057376
24,2021-06-09,-0.00155213484258745
25,2021-06-12,0.0005130195925492321
26,2021-06-13,0.00024848084705321135
27,2021-06-14,0.001954506474779591
28,2021-06-15,-0.001713256147812314
29,2021-06-16,0.0018970320719170937
30,2021-06-19,-0.0004547136435443678
31,2021-06-20,-0.001374832025702605
32,2021-06-21,0.000561457406779916
33,2021-06-22,0.003640532097863144
34,2021-06-23,0.0012086169258805218
35,2021-06-26,0.010400466164403897
36,2021-06-27,0.0014051133963832244
37,2021-06-28,0.0016005305158285402
38,2021-06-29,0.0031053336131559874
39,2021-06-30,0.0014038121857195198
40,2021-07-03,-0.009029225566414459
41,2021-07-04,-0.0014807753420250777
42,2021-07-05,0.008344062531744528
43,2021-07-06,0.01698907127387893
44,2021-07-07,-0.0031777915791438294
45,2021-07-10,-0.006544662102309419
46,2021-07-11,0.007534186588731202
47,2021-07-12,0.006993710639162483
48,2021-07-13,-0.0037556114741388574
49,2021-07-14,0.0022195792763257897
50,2021-07-17,0.0076086264259976645
51,2021-07-18,-0.00754438502948669
52,2021-07-19,0.002576681076235791
53,2021-07-26,0.013193275297560736
54,2021-07-27,-0.00018426992279787406
55,2021-07-28,0.005008793979949765
56,2021-07-31,0.020350507140052376
57,2021-08-01,0.005855532776402007
58,2021-08-02,-0.0011962013405204433
59,2021-08-03,0.0016094744740526887
60,2021-08-04,0.017155331838060443
61,2021-08-07,0.0024497760843294556
62,2021-08-08,0.0008710268080405232
63,2021-08-09,0.004064754916999184
64,2021-08-10,0.012125582289810644
65,2021-08-11,0.018436943086543214
66,2021-08-14,-0.00014712492705930535
67,2021-08-15,0.010331505072073572
68,2021-08-22,0.023705192633226183
69,2021-08-23,0.00416549871674551
70,2021-08-24,0.019769574826850017
71,2021-08-25,-0.0034800251471329897
72,2021-08-28,0.0037065556653344055
73,2021-08-29,-0.010621546865117164
74,2021-08-30,-0.04555950178659331
75,2021-08-31,-0.010056055142613334
76,2021-09-01,0.029000091613589636
77,2021-09-04,0.015819927288665686
78,2021-09-05,-0.014130502548844657
79,2021-09-06,-0.005353008269204738
80,2021-09-07,-0.017910267625317274
81,2021-09-08,0.004178788951886688
82,2021-09-11,0.007045179189580633
83,2021-09-12,-0.018382951471939843
84,2021-09-13,-0.00975823978270939
