config,population,generations,init_mut,high_mut,base_seed,window_index,best_fitness,generations_run,runtime_s
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,18,0.844066656746737,50,1.883780958999992
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,19,0.8575312032714261,31,1.580629541999997
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,20,0.8,18,1.3967125839999994
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,21,0.8006492549225774,32,1.6342412089999954
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,22,0.8015938457860468,47,1.6846825420000044
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,23,0.8444466017246106,47,1.6284530419999896
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,24,0.8458387195787284,22,1.4017490829999986
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,25,0.8485794449531175,24,1.3957882090000027
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,26,0.9,18,1.3804673329999986
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,27,0.8379001570014372,44,1.9246232499999962
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,28,0.8298492659841187,50,1.839652958000002
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,29,0.8554048726898129,37,1.6958752910000072
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,30,0.8134450259357959,45,1.6571529170000048
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,31,0.8061121222415095,23,1.4166768749999932
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,32,0.8,18,1.3857794999999982
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,33,0.8170995715446823,24,1.465007583000002
"pop=50,gen=50,mut=0.05",50,50,0.05,0.1,0,34,0.8174996734241995,33,1.5785684579999923
