config,population,generations,init_mut,high_mut,base_seed,window_index,best_fitness,generations_run,runtime_s
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,12,0.8698588455486151,50,2.51863687499997
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,13,0.8147663972077731,46,2.079618707999998
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,14,0.8285016465477596,27,1.8734693750000133
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,15,0.8230621628377464,42,2.2802728749999233
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,16,0.9,18,1.7008222080000905
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,17,0.9,18,1.6769300419999809
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,18,0.8428401538640217,50,2.3507637090000344
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,19,0.8576667245474128,50,2.437056583999947
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,20,0.8,18,1.6939958330000309
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,21,0.8,18,1.706369957999982
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,22,0.8016175017596104,50,2.621262250000086
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,23,0.8414484830432598,50,1.8162582500000326
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,24,0.847188616408499,50,2.195284458999936
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,25,0.8494120628293035,23,1.7586126670000795
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,26,0.9,18,1.6782782500000621
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,27,0.8454513556188901,50,2.3037792909999553
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,28,0.8276365898400053,27,1.912783042000001
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,29,0.8554770518836964,40,2.2851078749999942
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,30,0.8166922381982096,44,2.026263083999993
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,31,0.8066854529242143,50,2.3610973339999646
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,32,0.8017869172741598,36,2.216934374999937
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,33,0.8216250614763627,33,2.0324322080000456
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,34,0.8173534757825336,25,1.8354314169999952
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,1,35,0.8397690429859609,31,2.141599874999997
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,0,0.9,18,1.6436039579999715
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,1,0.9,18,1.6670842080000057
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,2,0.8121027177178877,50,2.1993547089999765
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,3,0.827050625041154,50,2.521880333000013
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,4,0.8179412488066071,41,2.219679166999981
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,5,0.8023833204310404,18,1.702193833000024
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,6,0.8200546094513461,18,1.6726389579999932
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,7,0.815684533221092,29,1.8748525830000062
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,8,0.8101330336948352,26,1.8544718329999341
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,9,0.9,18,1.6395535830000654
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,10,0.9,18,1.663562875000025
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,11,0.8461969425780219,50,2.5523148329999685
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,12,0.8692516351729171,38,2.152601582999978
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,13,0.812282628000234,31,1.8293761659999745
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,14,0.831334275800246,50,2.4364734160000125
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,15,0.8257355205302614,42,2.432310708999921
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,16,0.9,18,1.6583762920000709
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,17,0.9,18,1.7204466250000223
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,18,0.8433384741182532,23,1.7214518329999464
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,19,0.8582460992376939,50,2.3411129579999397
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,20,0.8009976976849125,37,2.4253285419999884
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,21,0.8,18,1.730294709000077
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,22,0.8028440673005556,47,2.1866483330001074
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,23,0.842528921098154,50,2.2820899589999044
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,24,0.847223299993566,50,2.264085334000015
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,25,0.8485335809962373,50,2.1642046670000354
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,26,0.9,18,1.668166000000042
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,27,0.8335397957036577,22,1.869711250000023
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,28,0.8287268973099818,35,2.0354187499999625
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,29,0.8560220635891552,27,1.9103414170000406
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,30,0.8160789640434163,50,2.2288308749999715
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,31,0.8043909522538701,27,2.0458933749999915
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,32,0.8,18,1.6735025829999586
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,33,0.8227675951147722,45,2.0925092500000346
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,34,0.8172282706413267,36,2.168307041999924
"pop=100,gen=50,mut=0.01",100,50,0.01,0.1,2,35,0.8421814412536777,28,2.030107375000057
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,0,0.9,18,1.712146209000025
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,1,0.9,18,1.7541152909999482
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,2,0.8125719640330125,44,2.2192656660000694
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,3,0.8266302287672255,50,2.6083692500000097
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,4,0.8187082726245051,35,2.161374207999984
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,5,0.8006074555464536,27,2.1762604580000016
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,6,0.8210375131235468,22,1.972723207999934
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,7,0.8159300281242848,23,1.9862559580000152
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,8,0.8120113157199844,37,2.4254077919999872
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,9,0.9,18,1.7171427920000042
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,10,0.9,18,1.7010190419999844
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,11,0.8471897510731604,50,2.8364511250000533
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,12,0.8691932381440131,18,1.8194360830000278
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,13,0.8136986868776738,43,2.0343302920000497
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,14,0.8322381074606546,29,2.115221375000033
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,15,0.8283103931166501,21,1.8129450000000134
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,16,0.9,18,1.6768208339999546
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,17,0.9,18,1.7461071660000016
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,18,0.8445561688195349,50,2.5374197500000264
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,19,0.8582554789680134,27,1.973083957999961
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,20,0.8008387325861372,31,2.200110082999913
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,21,0.8006701478779089,30,2.212430499999982
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,22,0.8019093565509475,44,2.554240625000034
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,23,0.8430275604692374,50,2.1619994579999684
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,24,0.8489115265073349,47,2.2362469170000168
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,25,0.8583379046399425,50,2.6902405829999907
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,26,0.9,18,1.7625423330000558
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,27,0.8445354923783859,40,2.578088041000001
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,28,0.8307451809623237,46,2.412827417000017
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,29,0.8565978391044404,26,1.9817453329999353
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,30,0.817565430801229,37,2.1484620420000056
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,31,0.8065287702778612,21,1.8002251670000078
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,32,0.8021021634875829,45,2.6003039580000404
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,33,0.8218477131619644,48,2.10054741700003
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,34,0.8177709687283122,27,1.9556721249999782
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,0,35,0.8445399702970366,28,2.1858926659999725
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,0,0.9,18,1.7118946250000135
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,1,0.9,18,1.733514624999998
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,2,0.8112842061145066,50,2.591974499999992
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,3,0.8268815793121274,50,2.5092039580000574
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,4,0.8178676964926219,38,2.21572137499993
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,5,0.8023905225655164,22,1.8263048339999841
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,6,0.8222125292227416,37,2.435587499999997
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,7,0.8164142172829585,33,2.2855274160000363
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,8,0.8117595238399133,18,1.7403699169999527
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,9,0.9,18,1.7081640420000213
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,10,0.9,18,1.6922202499999912
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,11,0.846610851778267,50,2.834679833999985
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,12,0.8699530704965441,50,2.8163323750000018
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,13,0.8157863492280836,30,1.8968751249999514
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,14,0.8308051507558765,21,1.8131994579999855
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,15,0.8285220538317385,25,2.2701311660000556
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,16,0.9,18,2.0640510839999706
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,17,0.9,18,1.9577847089999523
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,18,0.8447159993403963,50,3.041467666000017
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,19,0.8582041111961151,50,2.5905479169999808
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,20,0.8013188397703302,50,2.733451333000062
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,21,0.8000116917101938,18,1.8290855420000298
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,22,0.8022746126044991,50,2.6680395420000877
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,23,0.8415647406149674,50,2.4888703330000226
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,24,0.8467584772365888,50,2.276307000000088
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,25,0.8573115835434674,50,2.7985266659999297
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,26,0.9,18,1.7261236250000138
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,27,0.8437832357906687,24,2.0774620000000823
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,28,0.8300354915027274,41,2.7429588330001025
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,29,0.8568717341387384,39,2.4074633330000097
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,30,0.8180817325700471,46,2.380822791000014
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,31,0.8058237792203599,50,2.450109750000024
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,32,0.8,18,1.7875315830000318
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,33,0.8219872215523483,25,1.8734753749999982
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,34,0.8173186896546223,20,1.8545201659999293
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,1,35,0.8428793534351153,27,2.1319422500000655
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,0,0.9,18,1.7470098750000034
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,1,0.9,18,1.8107543749999877
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,2,0.8135189525949518,36,2.2792505419999998
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,3,0.8285585542269186,50,2.352734541000018
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,4,0.8186454243220067,50,2.5666021249999176
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,5,0.8018693460399439,42,2.324806125000009
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,6,0.8212124587358222,27,2.161954332999926
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,7,0.8154651225689176,26,2.05330595800001
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,8,0.8127500669446185,18,1.6246720419999292
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,9,0.9,18,1.7621421659999896
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,10,0.9,18,1.7282562499999585
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,11,0.8480485133502124,50,2.8225557499999923
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,12,0.8701268360277995,47,2.6066924169999766
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,13,0.8171442387396715,40,1.8477714160000005
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,14,0.831390396484412,44,2.436443707999956
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,15,0.8279789889202811,24,1.8342214169999806
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,16,0.9,18,1.7651200830000562
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,17,0.9,18,1.7583487089999608
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,18,0.844981320183255,30,2.258924458000024
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,19,0.8583157751723733,46,2.5528762080000433
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,20,0.8,18,1.75111574999994
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,21,0.8000144598507434,24,2.0122113749999926
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,22,0.8037472180471639,45,2.6072338330000093
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,23,0.8433506115144623,50,2.3828264999999647
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,24,0.8477072905327496,41,2.0233783329999824
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,25,0.8499612169708155,22,1.7561868750000258
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,26,0.9,18,1.7491805829999976
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,27,0.8469359242756614,31,2.2516195000000607
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,28,0.8321191755075678,35,2.3347185420000187
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,29,0.8575582791834676,28,2.141166999999996
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,30,0.817463179715898,39,2.183625124999935
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,31,0.8067314293264869,39,2.2958099589999392
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,32,0.8,18,1.8476149580000083
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,33,0.8226206850767058,28,1.9036271669999678
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,34,0.8178782549184906,22,1.823968208999986
"pop=100,gen=50,mut=0.05",100,50,0.05,0.1,2,35,0.8429511972195599,30,2.2123220830000037
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,0,0.9,50,3.126519499999972
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,1,0.9,50,2.9390798750000613
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,2,0.812246099780327,50,2.5942507089999935
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,3,0.8284754266177752,50,2.7761749589999454
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,4,0.818272667773395,50,2.6647500840000475
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,5,0.8017302045528882,50,2.4378576249999924
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,6,0.821217077512731,50,2.8781452499999887
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,7,0.8159742072522437,50,2.494253249999929
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,8,0.8127036036628763,50,2.5568929169999137
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,9,0.9,50,3.0991984579999325
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,10,0.9,50,3.021738207999988
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,11,0.8476788362540149,50,3.215438790999997
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,12,0.8699854407183272,50,2.924977166000076
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,13,0.8174756332939979,50,2.113826958000004
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,14,0.8304721933803901,50,2.3799496250001084
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,15,0.8290363900516616,50,2.5814675829999487
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,16,0.9,50,2.7488536659999454
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,17,0.9,50,2.9274221670000315
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,18,0.843641056639656,50,2.838198874999989
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,19,0.8581912854435382,50,2.8326091249999763
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,20,0.8011472302882665,50,3.038269458000059
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,21,0.8007007338366489,50,2.9915836249999757
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,22,0.8034260068759412,50,2.7810615409999855
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,23,0.8450219649286232,50,2.6071341670000265
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,24,0.8494878014137075,50,2.5248715000000175
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,25,0.8583983364542584,50,2.9185591250000016
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,26,0.9,50,3.0180830420000575
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,27,0.8426598889660064,50,3.0060900000000856
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,28,0.830605468515151,50,2.6738128749999532
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,29,0.8580091852190888,50,2.8937336669999922
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,30,0.8167196643314649,50,2.2869044169999597
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,31,0.8067459515527158,50,2.617261625000083
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,32,0.8008032737777346,50,2.933851790999938
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,33,0.8226419805998344,50,2.1657484589999285
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,34,0.8175394881789401,50,2.2058769159999656
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,0,35,0.8423487599727261,50,2.687850709000031
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,0,0.9,50,2.6907153750000816
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,1,0.9,50,2.8992463749999615
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,2,0.8132734783219154,50,2.4093987079999124
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,3,0.8275497728775189,50,2.609608167000033
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,4,0.818339591962302,50,2.700022833000048
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,5,0.8007010284829057,50,3.030486791000044
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,6,0.8226411548026564,50,2.910310000000095
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,7,0.8168820202216727,50,2.6191850839999233
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,8,0.8118567153044838,50,2.613773042000048
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,9,0.9,50,2.970201041999985
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,10,0.9,50,3.0496355409999296
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,11,0.8479975468537243,50,3.006053665999957
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,12,0.8697979564652588,50,2.952144291999957
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,13,0.8141105926130559,50,2.166005000000041
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,14,0.8329155427683073,50,2.9928815409999743
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,15,0.8282519658876991,50,2.3411265830000048
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,16,0.9,50,2.852192833999993
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,17,0.9,50,3.040189332999944
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,18,0.8424791045822203,50,2.736774917000048
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,19,0.8588889824758158,50,2.856281833999901
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,20,0.8013282619043461,50,3.0994080000000395
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,21,0.8,50,3.0358500419999928
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,22,0.8033754818509622,50,2.760316750000129
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,23,0.8449695373337219,50,2.532761541000127
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,24,0.8489394876150043,50,2.7386283329999515
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,25,0.8574230338586584,50,3.784274208999932
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,26,0.9,50,3.2530511249999563
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,27,0.8458375859826124,50,2.9602727500000583
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,28,0.8312676169638147,50,2.9014862920000724
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,29,0.8549589698375795,50,3.060960749999822
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,30,0.8160114842398133,50,2.312858292000101
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,31,0.8071113075021445,50,2.785416291000047
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,32,0.8004702061015945,50,3.1305703339999127
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,33,0.8222945233687332,50,2.5938845410000795
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,34,0.8175097554531408,50,2.7471785829998225
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,1,35,0.8439748692925293,50,3.0544439580000926
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,0,0.9,50,3.0233969169999
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,1,0.9,50,2.855940165999982
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,2,0.812574717618155,50,2.5157787499999813
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,3,0.82848318103118,50,2.6527326249999987
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,4,0.818704840550139,50,2.7163282090000394
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,5,0.8019800542132041,50,2.612707791000048
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,6,0.8228710879531013,50,2.8387997909999285
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,7,0.8159533052103718,50,2.77852208399986
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,8,0.8125276205256162,50,2.630879167000103
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,9,0.9,50,2.964500790999864
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,10,0.9,50,2.900034999999889
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,11,0.8474174335391842,50,3.1319093750000775
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,12,0.8697510046540777,50,3.01660691699999
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,13,0.8156965078655962,50,2.3647845000000416
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,14,0.8317682744456425,50,2.666589791999968
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,15,0.8281541449923581,50,2.68343741700005
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,16,0.9,50,2.9008562500000608
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,17,0.9,50,2.929601208000122
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,18,0.8448065881062103,50,2.6935032920000594
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,19,0.8588993795015546,50,2.894077624999909
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,20,0.8016104299284439,50,2.664904958000079
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,21,0.8005937296831347,50,2.920827665999923
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,22,0.8038875856845935,50,2.826431791999994
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,23,0.8452284089747463,50,2.543948042000011
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,24,0.8484935697090137,50,2.4297416660001545
"pop=100,gen=50,mut=0.1",100,50,0.1,0.1,2,25,0.8535009559148762,50,2.7289221659998475
