Date,Return
2024-06-01,-0.011688642967266696
2024-06-02,0.00540198353439064
2024-06-05,0.0005101086009812622
2024-06-08,-0.007294386092587938
2024-06-09,0.0008159821867574999
2024-06-10,-0.001804612049166169
2024-06-11,-0.0010493619620269108
2024-06-12,-0.0007274547163428026
2024-06-15,0.0017707906106886316
2024-06-16,0.0016950126333032088
2024-06-18,-0.001869463132500483
2024-06-19,0.0034509179670299157
2024-06-22,0.0028701019136309503
2024-06-23,0.01100267127227742
2024-06-24,0.01171635295308266
2024-06-26,-0.004117303021879071
2024-06-29,0.0049254576095053544
2024-06-30,0.010107477600885857
2024-07-01,-0.0027968782076127578
2024-07-02,0.0028519712257916276
2024-07-03,0.0012184062031634993
2024-07-06,0.013807136618618926
2024-07-07,-0.00334266113756978
2024-07-08,0.00034638270824221027
2024-07-09,-0.0005743069664027078
2024-07-10,-0.0009413687666304592
2024-07-13,0.0005249948165174277
2024-07-14,0.0030957294783541117
2024-07-17,0.001717347233166917
2024-07-20,0.0002042073863547591
2024-07-21,-0.002575581960926806
2024-07-22,0.0012733325315995993
2024-07-23,0.002298447591133169
2024-07-24,0.002086079760218197
2024-07-27,0.0001597886954410162
2024-07-29,0.000502252442529499
2024-07-30,0.0011799068412980769
2024-07-31,-0.004501168635766358
2024-08-03,-0.0026372204750386118
2024-08-04,0.0034287659571895744
2024-08-05,0.0015540229638445185
2024-08-06,0.00032477165672698135
2024-08-10,0.002038687947429593
2024-08-11,-0.001149639869061297
2024-08-12,0.0005784351478907278
2024-08-13,-0.001054453967107907
2024-08-14,0.004224047878871489
2024-08-17,0.003578603553227489
2024-08-18,0.003337899400991314
2024-08-19,-0.0005822823997718781
2024-08-20,-0.00047631696879884167
2024-08-21,0.001798439317042282
2024-08-24,0.006132326473900714
2024-08-26,0.0014603848804690832
2024-08-27,0.00032128539068505065
2024-08-28,0.0030305977064273054
2024-08-31,0.005724534295454451
2024-09-01,9.02298479707708e-05
2024-09-03,-0.00014810715058571552
2024-09-07,0.0005230312134962505
2024-09-08,-0.005542549790941898
2024-09-09,0.008603933711709215
2024-09-10,-0.0015328354958169504
2024-09-11,0.0009156564378985969
2024-09-14,0.00246855528899413
2024-09-15,-0.005309127315944119
2024-09-16,0.005473675100216197
2024-09-17,0.011053685983145442
2024-09-18,0.006821882056267204
2024-09-22,0.004927316076397685
2024-09-23,0.013963622731231603
2024-09-24,0.021798422591519144
2024-09-25,-0.008443410922970665
2024-09-28,0.009580899999842291
2024-09-29,-0.013509813240340618
2024-09-30,-0.0030514005972057954
2024-10-01,-0.0006686680229651193
2024-10-02,-0.00037547284790136887
2024-10-05,-0.003080321052185798
2024-10-06,0.008215311651110207
2024-10-07,-0.01296454447401006
2024-10-08,-0.007285686698922468
2024-10-09,-0.004498928316700321
2024-10-12,0.002795632652185782
2024-10-13,0.007348859618162401
2024-10-14,0.009092366096329404
2024-10-15,-0.005542393417779113
2024-10-16,0.00940278607266696
2024-10-19,0.013220980903776642
2024-10-20,0.010889925964311785
2024-10-21,-0.0010167360301805654
2024-10-22,0.00022217341535939552
2024-10-23,0.008983756464872032
2024-10-26,-0.042389485482961536
2024-10-27,0.01705691339775381
2024-10-28,0.02195726123179163
2024-10-29,0.01813698008762467
2024-10-30,0.004312136555773047
2024-11-02,-0.008908492715859232
2024-11-03,0.011785090585063347
2024-11-04,-0.017046707295058607
2024-11-05,-0.00419510298797896
2024-11-06,0.013655851408867175
2024-11-09,-0.01038478322750572
2024-11-10,-0.014427684744433393
2024-11-11,-0.026087474679074477
2024-11-12,0.008300974386258191
2024-11-13,0.01660025703064987
2024-11-16,-0.0017266934222124504
2024-11-17,-0.000808052152982071
2024-11-18,0.0076941543712321266
2024-11-19,0.015286308911945429
2024-11-20,0.011920151376135984
2024-11-23,0.019973334018884098
2024-11-24,-0.006809466510298756
2024-11-25,-0.006217149979203875
2024-11-26,-0.0006222835800366372
2024-11-27,0.0036730347067423933
2024-11-30,0.011623705023068932
2024-12-01,-0.010008173831707889
2024-12-02,0.017449574416184225
2024-12-03,0.011117560539779702
2024-12-04,0.0004846987404131342
2024-12-07,-0.012410944121987233
2024-12-08,0.00453738527696304
2024-12-09,0.016644166785938545
2024-12-10,0.00813970570105869
2024-12-11,0.014288910044940654
2024-12-14,0.023855889805946363
2024-12-15,0.01516618003629519
2024-12-16,0.00960981907295831
2024-12-17,-0.00672142033200048
2024-12-18,-0.010744695200155838
2024-12-21,0.0025570308308268536
2024-12-22,-0.0016950362104695164
2024-12-23,0.018650356871350905
2024-12-24,0.013692025782935772
2024-12-25,-0.0061307022841378764
2024-12-28,0.0033359697418513913
2024-12-29,-0.014365698007908089
2024-12-30,-0.0066823492982871265
2024-12-31,0.012928875615274584
2025-01-01,0.0064384445762426835
2025-01-04,0.014221381081854216
2025-01-05,0.0020373944129345443
2025-01-06,-0.002017716541011313
2025-01-07,0.01735913549226455
2025-01-08,0.010951832092775454
2025-01-11,0.0005999097376990174
2025-01-12,-0.0138716577381068
2025-01-13,0.010595188265468564
2025-01-15,0.0009068253007956132
2025-01-18,-0.017346182583448617
2025-01-19,0.0005381560706187248
2025-01-20,-0.0063659596859030766
2025-01-21,0.00240493141113729
2025-01-22,0.022796725884051204
2025-01-25,0.0059036830196503
2025-01-26,-0.0035516109431802494
2025-01-27,-0.005826852257304329
2025-01-29,-0.0002807615972030208
2025-02-01,0.0038885956986503796
2025-02-02,0.008188376142372951
2025-02-03,0.0029188642665271955
2025-02-04,0.005632089805421161
2025-02-05,0.011367055525144592
2025-02-09,0.042857528832528635
2025-02-11,-0.014266595833536627
2025-02-15,-0.0028529937570255176
2025-02-16,-0.006482785527667457
2025-02-17,0.010922894744469704
2025-02-18,0.011051421204095736
2025-02-19,0.022041269389648725
2025-02-22,0.01612474081897232
2025-02-23,-0.013197983067503336
2025-02-24,0.012190082831271072
2025-02-25,-0.012911119934849113
2025-02-26,0.0005853291444072629
2025-03-01,-0.01952385745725433
2025-03-02,-0.0036944308707949035
