Date,Return
2024-06-01,-0.001476295015416516
2024-06-02,0.0052349953507756335
2024-06-05,0.0017721440451861127
2024-06-08,-0.0021598613966456633
2024-06-09,-0.0021180437317364865
2024-06-10,0.0014305171088002037
2024-06-11,-0.0007198280553066255
2024-06-12,-0.0017069432096440173
2024-06-15,-0.0008091902151638455
2024-06-16,0.00041961560535285034
2024-06-18,-0.0017400021307307477
2024-06-19,0.0013472962406534063
2024-06-22,0.0008832231048496082
2024-06-23,0.001226509668166211
2024-06-24,0.005066768388246065
2024-06-26,0.0002525809394496415
2024-06-29,-0.00039059309017902745
2024-06-30,-0.00042644580108598646
2024-07-01,0.002179798763920812
2024-07-02,0.001258678777372286
2024-07-03,0.0003310620086077507
2024-07-06,0.011058553601124779
2024-07-07,-0.0019812450601219677
2024-07-08,0.0009381615007365669
2024-07-09,-0.0012036814580897006
2024-07-10,-0.001345051145221249
2024-07-13,-2.2208029697607568e-05
2024-07-14,0.003908445043389309
2024-07-17,0.0016498072792518249
2024-07-20,-4.7707065907801754e-05
2024-07-21,-0.0030978329970144354
2024-07-22,0.0014471134546541575
2024-07-23,0.002517664301210521
2024-07-24,0.0016665938956714219
2024-07-27,0.0003797466312904
2024-07-29,0.0017256267921099445
2024-07-30,0.002469493276222555
2024-07-31,-0.0024042207578275176
2024-08-03,-0.0010493682714827605
2024-08-04,0.0031649207733302903
2024-08-05,-0.0006322312756001092
2024-08-06,-0.0014067137590978232
2024-08-10,0.0006563788695993092
2024-08-11,-0.0011522317007478101
2024-08-12,-0.0009131647290320288
2024-08-13,-0.0018102022066019284
2024-08-14,0.00337474410093672
2024-08-17,0.000410216236483169
2024-08-18,0.0006725162884230408
2024-08-19,0.0017187667146376035
2024-08-20,-0.002163003466084279
2024-08-21,-3.247745143037501e-06
2024-08-24,0.007257386912298011
2024-08-26,0.004348681188775207
2024-08-27,0.0010221657592411843
2024-08-28,0.0006041868779369846
2024-08-31,0.006257618641722518
2024-09-01,0.0008132223373732162
2024-09-03,-0.0015902061112640494
2024-09-07,0.000550424332128902
2024-09-08,-0.0017320645889953577
2024-09-09,0.0037805212510975132
2024-09-10,-0.0007268794557081796
2024-09-11,0.00010372689101468852
2024-09-14,0.00046011470271352286
2024-09-15,0.0005754047374335893
2024-09-16,0.0016673649181705116
2024-09-17,0.002677809781313501
2024-09-18,0.0016461881552255432
2024-09-22,0.0012212957911341478
2024-09-23,0.003354397787629226
2024-09-24,0.0048338854369303266
2024-09-25,0.0004286159072516249
2024-09-28,0.004749004811296912
2024-09-29,-0.002223067476772092
2024-09-30,0.00114260410014244
2024-10-01,0.005153720877304313
2024-10-02,0.005405944034179752
2024-10-05,-0.0028110202382871964
2024-10-06,-0.0009862788134091369
2024-10-07,-0.004180857316060013
2024-10-08,0.0019717580890320626
2024-10-09,-0.00021826167198869492
2024-10-12,0.0032521426633857617
2024-10-13,0.0032125672443201465
2024-10-14,-0.0001052061681586381
2024-10-15,-0.002028551222768551
2024-10-16,0.002102474516350413
2024-10-19,0.0008455900554774276
2024-10-20,-0.00010226510554180905
2024-10-21,-0.001098045417836864
2024-10-22,-0.0005044114971794582
2024-10-23,-0.0032057275616408747
2024-10-26,0.0003469049801370933
2024-10-27,0.006771430823616296
2024-10-28,0.007261825811183666
2024-10-29,-6.555900764445384e-05
2024-10-30,0.001258454269324953
2024-11-02,-0.0010027648283710586
2024-11-03,-0.002178426806205599
2024-11-04,-0.00251165577154955
2024-11-05,0.0019154678452316506
2024-11-06,0.0008720607707738569
2024-11-09,0.0050931528293004045
2024-11-10,0.0033078399639052593
2024-11-11,-0.00418021021720685
2024-11-12,-0.0018769498252086156
2024-11-13,0.004960048319099166
2024-11-16,0.00426137398534293
2024-11-17,-0.0017467400700107482
2024-11-18,0.004094325092756432
2024-11-19,0.0025062293504940912
2024-11-20,0.002564377777958338
2024-11-23,0.005642145219385143
2024-11-24,0.002704361252779887
2024-11-25,0.0030285371012350646
2024-11-26,-9.061425926452384e-05
2024-11-27,-0.0002748864333445204
2024-11-30,0.0008279577240684578
2024-12-01,-0.0009780998585470347
2024-12-02,0.006735317628858823
2024-12-03,0.0047378547385976515
2024-12-04,0.001231382179155241
2024-12-07,-0.0036095994971817426
2024-12-08,0.002814808950620924
2024-12-09,0.006305266564342738
2024-12-10,0.003991064379754553
2024-12-11,0.007226395664127737
2024-12-14,0.009987530378270257
2024-12-15,0.005626030732195028
2024-12-16,0.004791224128374742
2024-12-17,-0.0009732517031795398
2024-12-18,-0.0036058029679876613
2024-12-21,-0.00039453009139832785
2024-12-22,-0.0007546724646880789
2024-12-23,0.00865826972176512
2024-12-24,0.005331286608174569
2024-12-25,-0.0016527830742756287
2024-12-28,0.0029715656529098545
2024-12-29,-0.005238410217499457
2024-12-30,-0.0024040750351347964
2024-12-31,0.005356675355849452
2025-01-01,0.002362420572350374
2025-01-04,0.00243292664814917
2025-01-05,0.0008452026042898883
2025-01-06,-0.0009223960340323504
2025-01-07,0.007516478365290785
2025-01-08,0.005893883356775582
2025-01-11,0.004891347232058477
2025-01-12,-0.004033109032291097
2025-01-13,0.00487927362315544
2025-01-15,-9.519068762987566e-05
2025-01-18,-0.0041157294077662126
2025-01-19,0.0016439224290526288
2025-01-20,-0.0004124161374481788
2025-01-21,0.0037754732777534336
2025-01-22,0.010817861730851244
2025-01-25,0.004954257237543521
2025-01-26,0.0004749563467639523
2025-01-27,-0.0012424308789158066
2025-01-29,0.00107416485210675
2025-02-01,0.0028153553161393754
2025-02-02,0.004244675775108933
2025-02-03,0.0016027401750958344
2025-02-04,0.0028558116306834575
2025-02-05,0.00615117289729925
2025-02-09,0.020291080425375415
2025-02-11,-0.005205731635779549
2025-02-15,0.000852861077835445
2025-02-16,-0.0019012623017389061
2025-02-17,0.005440091599964144
2025-02-18,0.005659664537301997
2025-02-19,0.010519296636603608
2025-02-22,0.008096859924372571
2025-02-23,-0.005496828616054789
2025-02-24,0.005683970888858168
2025-02-25,-0.005463016048916264
2025-02-26,0.001583082368194314
2025-03-01,-0.008188154645574923
2025-03-02,-0.001069994885817134
